sex,age_days,l,m,s
1,1446,1.00000,103.04940,0.04052
1,1447,1.00000,103.06800,0.04053
1,1448,1.00000,103.08650,0.04053
1,1449,1.00000,103.10510,0.04054
1,1450,1.00000,103.12360,0.04054
1,1451,1.00000,103.14210,0.04055
1,1452,1.00000,103.16070,0.04055
1,1453,1.00000,103.17920,0.04055
1,1454,1.00000,103.19770,0.04056
1,1455,1.00000,103.21620,0.04056
1,1456,1.00000,103.23480,0.04057
1,1457,1.00000,103.25330,0.04057
1,1458,1.00000,103.27180,0.04058
1,1459,1.00000,103.29030,0.04058
1,1460,1.00000,103.30880,0.04059
1,1461,1.00000,103.32730,0.04059
1,1462,1.00000,103.34580,0.04060
1,1463,1.00000,103.36430,0.04060
1,1464,1.00000,103.38270,0.04060
1,1465,1.00000,103.40120,0.04061
1,1466,1.00000,103.41970,0.04061
1,1467,1.00000,103.43820,0.04062
1,1468,1.00000,103.45660,0.04062
1,1469,1.00000,103.47510,0.04063
1,1470,1.00000,103.49360,0.04063
1,1471,1.00000,103.51200,0.04064
1,1472,1.00000,103.53050,0.04064
1,1473,1.00000,103.54890,0.04065
1,1474,1.00000,103.56740,0.04065
1,1475,1.00000,103.58580,0.04065
1,1476,1.00000,103.60430,0.04066
1,1477,1.00000,103.62270,0.04066
1,1478,1.00000,103.64120,0.04067
1,1479,1.00000,103.65960,0.04067
1,1480,1.00000,103.67800,0.04068
1,1481,1.00000,103.69650,0.04068
1,1482,1.00000,103.71490,0.04069
1,1483,1.00000,103.73330,0.04069
1,1484,1.00000,103.75170,0.04069
1,1485,1.00000,103.77010,0.04070
1,1486,1.00000,103.78850,0.04070
1,1487,1.00000,103.80700,0.04071
1,1488,1.00000,103.82540,0.04071
1,1489,1.00000,103.84380,0.04072
1,1490,1.00000,103.86220,0.04072
1,1491,1.00000,103.88060,0.04073
1,1492,1.00000,103.89900,0.04073
1,1493,1.00000,103.91740,0.04073
1,1494,1.00000,103.93570,0.04074
1,1495,1.00000,103.95410,0.04074
1,1496,1.00000,103.97250,0.04075
1,1497,1.00000,103.99090,0.04075
1,1498,1.00000,104.00930,0.04076
1,1499,1.00000,104.02770,0.04076
1,1500,1.00000,104.04600,0.04077
1,1501,1.00000,104.06440,0.04077
1,1502,1.00000,104.08280,0.04078
1,1503,1.00000,104.10110,0.04078
1,1504,1.00000,104.11950,0.04078
1,1505,1.00000,104.13790,0.04079
1,1506,1.00000,104.15620,0.04079
1,1507,1.00000,104.17460,0.04080
1,1508,1.00000,104.19290,0.04080
1,1509,1.00000,104.21130,0.04081
1,1510,1.00000,104.22960,0.04081
1,1511,1.00000,104.24800,0.04082
1,1512,1.00000,104.26630,0.04082
1,1513,1.00000,104.28470,0.04082
1,1514,1.00000,104.30300,0.04083
1,1515,1.00000,104.32130,0.04083
1,1516,1.00000,104.33970,0.04084
1,1517,1.00000,104.35800,0.04084
1,1518,1.00000,104.37630,0.04085
1,1519,1.00000,104.39470,0.04085
1,1520,1.00000,104.41300,0.04086
1,1521,1.00000,104.43130,0.04086
1,1522,1.00000,104.44960,0.04086
1,1523,1.00000,104.46790,0.04087
1,1524,1.00000,104.48630,0.04087
1,1525,1.00000,104.50460,0.04088
1,1526,1.00000,104.52290,0.04088
1,1527,1.00000,104.54120,0.04089
1,1528,1.00000,104.55950,0.04089
1,1529,1.00000,104.57780,0.04089
1,1530,1.00000,104.59610,0.04090
1,1531,1.00000,104.61440,0.04090
1,1532,1.00000,104.63270,0.04091
1,1533,1.00000,104.65100,0.04091
1,1534,1.00000,104.66930,0.04092
1,1535,1.00000,104.68760,0.04092
1,1536,1.00000,104.70590,0.04093
1,1537,1.00000,104.72420,0.04093
1,1538,1.00000,104.74250,0.04093
1,1539,1.00000,104.76080,0.04094
1,1540,1.00000,104.77910,0.04094
1,1541,1.00000,104.79740,0.04095
1,1542,1.00000,104.81570,0.04095
1,1543,1.00000,104.83390,0.04096
1,1544,1.00000,104.85220,0.04096
1,1545,1.00000,104.87050,0.04097
1,1546,1.00000,104.88880,0.04097
1,1547,1.00000,104.90710,0.04097
1,1548,1.00000,104.92530,0.04098
1,1549,1.00000,104.94360,0.04098
1,1550,1.00000,104.96190,0.04099
1,1551,1.00000,104.98020,0.04099
1,1552,1.00000,104.99840,0.04100
1,1553,1.00000,105.01670,0.04100
1,1554,1.00000,105.03500,0.04100
1,1555,1.00000,105.05320,0.04101
1,1556,1.00000,105.07150,0.04101
1,1557,1.00000,105.08980,0.04102
1,1558,1.00000,105.10800,0.04102
1,1559,1.00000,105.12630,0.04103
1,1560,1.00000,105.14450,0.04103
1,1561,1.00000,105.16280,0.04104
1,1562,1.00000,105.18110,0.04104
1,1563,1.00000,105.19930,0.04104
1,1564,1.00000,105.21760,0.04105
1,1565,1.00000,105.23580,0.04105
1,1566,1.00000,105.25410,0.04106
1,1567,1.00000,105.27230,0.04106
1,1568,1.00000,105.29060,0.04107
1,1569,1.00000,105.30880,0.04107
1,1570,1.00000,105.32710,0.04107
1,1571,1.00000,105.34530,0.04108
1,1572,1.00000,105.36350,0.04108
1,1573,1.00000,105.38180,0.04109
1,1574,1.00000,105.40000,0.04109
1,1575,1.00000,105.41830,0.04110
1,1576,1.00000,105.43650,0.04110
1,1577,1.00000,105.45470,0.04111
1,1578,1.00000,105.47300,0.04111
1,1579,1.00000,105.49120,0.04111
1,1580,1.00000,105.50940,0.04112
1,1581,1.00000,105.52770,0.04112
1,1582,1.00000,105.54590,0.04113
1,1583,1.00000,105.56410,0.04113
1,1584,1.00000,105.58240,0.04114
1,1585,1.00000,105.60060,0.04114
1,1586,1.00000,105.61880,0.04114
1,1587,1.00000,105.63700,0.04115
1,1588,1.00000,105.65530,0.04115
1,1589,1.00000,105.67350,0.04116
1,1590,1.00000,105.69170,0.04116
1,1591,1.00000,105.70990,0.04117
1,1592,1.00000,105.72810,0.04117
1,1593,1.00000,105.74630,0.04117
1,1594,1.00000,105.76460,0.04118
1,1595,1.00000,105.78280,0.04118
1,1596,1.00000,105.80100,0.04119
1,1597,1.00000,105.81920,0.04119
1,1598,1.00000,105.83740,0.04120
1,1599,1.00000,105.85560,0.04120
1,1600,1.00000,105.87380,0.04120
1,1601,1.00000,105.89200,0.04121
1,1602,1.00000,105.91020,0.04121
1,1603,1.00000,105.92840,0.04122
1,1604,1.00000,105.94660,0.04122
1,1605,1.00000,105.96480,0.04123
1,1606,1.00000,105.98300,0.04123
1,1607,1.00000,106.00120,0.04123
1,1608,1.00000,106.01940,0.04124
1,1609,1.00000,106.03760,0.04124
1,1610,1.00000,106.05580,0.04125
1,1611,1.00000,106.07400,0.04125
1,1612,1.00000,106.09220,0.04126
1,1613,1.00000,106.11040,0.04126
1,1614,1.00000,106.12860,0.04127
1,1615,1.00000,106.14670,0.04127
1,1616,1.00000,106.16490,0.04127
1,1617,1.00000,106.18310,0.04128
1,1618,1.00000,106.20130,0.04128
1,1619,1.00000,106.21950,0.04129
1,1620,1.00000,106.23770,0.04129
1,1621,1.00000,106.25580,0.04130
1,1622,1.00000,106.27400,0.04130
1,1623,1.00000,106.29220,0.04130
1,1624,1.00000,106.31040,0.04131
1,1625,1.00000,106.32850,0.04131
1,1626,1.00000,106.34670,0.04132
1,1627,1.00000,106.36490,0.04132
1,1628,1.00000,106.38310,0.04132
1,1629,1.00000,106.40120,0.04133
1,1630,1.00000,106.41940,0.04133
1,1631,1.00000,106.43760,0.04134
1,1632,1.00000,106.45570,0.04134
1,1633,1.00000,106.47390,0.04135
1,1634,1.00000,106.49210,0.04135
1,1635,1.00000,106.51020,0.04135
1,1636,1.00000,106.52840,0.04136
1,1637,1.00000,106.54650,0.04136
1,1638,1.00000,106.56470,0.04137
1,1639,1.00000,106.58290,0.04137
1,1640,1.00000,106.60100,0.04138
1,1641,1.00000,106.61920,0.04138
1,1642,1.00000,106.63730,0.04138
1,1643,1.00000,106.65550,0.04139
1,1644,1.00000,106.67360,0.04139
1,1645,1.00000,106.69180,0.04140
1,1646,1.00000,106.70990,0.04140
1,1647,1.00000,106.72810,0.04141
1,1648,1.00000,106.74620,0.04141
1,1649,1.00000,106.76440,0.04141
1,1650,1.00000,106.78250,0.04142
1,1651,1.00000,106.80060,0.04142
1,1652,1.00000,106.81880,0.04143
1,1653,1.00000,106.83690,0.04143
1,1654,1.00000,106.85510,0.04144
1,1655,1.00000,106.87320,0.04144
1,1656,1.00000,106.89130,0.04144
1,1657,1.00000,106.90950,0.04145
1,1658,1.00000,106.92760,0.04145
1,1659,1.00000,106.94570,0.04146
1,1660,1.00000,106.96390,0.04146
1,1661,1.00000,106.98200,0.04147
1,1662,1.00000,107.00010,0.04147
1,1663,1.00000,107.01830,0.04147
1,1664,1.00000,107.03640,0.04148
1,1665,1.00000,107.05450,0.04148
1,1666,1.00000,107.07270,0.04149
1,1667,1.00000,107.09080,0.04149
1,1668,1.00000,107.10890,0.04149
1,1669,1.00000,107.12700,0.04150
1,1670,1.00000,107.14520,0.04150
1,1671,1.00000,107.16330,0.04151
1,1672,1.00000,107.18140,0.04151
1,1673,1.00000,107.19950,0.04152
1,1674,1.00000,107.21760,0.04152
1,1675,1.00000,107.23580,0.04152
1,1676,1.00000,107.25390,0.04153
1,1677,1.00000,107.27200,0.04153
1,1678,1.00000,107.29010,0.04154
1,1679,1.00000,107.30820,0.04154
1,1680,1.00000,107.32630,0.04154
1,1681,1.00000,107.34440,0.04155
1,1682,1.00000,107.36250,0.04155
1,1683,1.00000,107.38060,0.04156
1,1684,1.00000,107.39880,0.04156
1,1685,1.00000,107.41690,0.04157
1,1686,1.00000,107.43500,0.04157
1,1687,1.00000,107.45310,0.04157
1,1688,1.00000,107.47120,0.04158
1,1689,1.00000,107.48930,0.04158
1,1690,1.00000,107.50740,0.04159
1,1691,1.00000,107.52550,0.04159
1,1692,1.00000,107.54360,0.04160
1,1693,1.00000,107.56170,0.04160
1,1694,1.00000,107.57980,0.04160
1,1695,1.00000,107.59790,0.04161
1,1696,1.00000,107.61600,0.04161
1,1697,1.00000,107.63410,0.04162
1,1698,1.00000,107.65220,0.04162
1,1699,1.00000,107.67020,0.04162
1,1700,1.00000,107.68830,0.04163
1,1701,1.00000,107.70640,0.04163
1,1702,1.00000,107.72450,0.04164
1,1703,1.00000,107.74260,0.04164
1,1704,1.00000,107.76070,0.04165
1,1705,1.00000,107.77880,0.04165
1,1706,1.00000,107.79690,0.04165
1,1707,1.00000,107.81490,0.04166
1,1708,1.00000,107.83300,0.04166
1,1709,1.00000,107.85110,0.04167
1,1710,1.00000,107.86920,0.04167
1,1711,1.00000,107.88730,0.04167
1,1712,1.00000,107.90530,0.04168
1,1713,1.00000,107.92340,0.04168
1,1714,1.00000,107.94150,0.04169
1,1715,1.00000,107.95960,0.04169
1,1716,1.00000,107.97770,0.04169
1,1717,1.00000,107.99570,0.04170
1,1718,1.00000,108.01380,0.04170
1,1719,1.00000,108.03190,0.04171
1,1720,1.00000,108.04990,0.04171
1,1721,1.00000,108.06800,0.04172
1,1722,1.00000,108.08610,0.04172
1,1723,1.00000,108.10410,0.04172
1,1724,1.00000,108.12220,0.04173
1,1725,1.00000,108.14030,0.04173
1,1726,1.00000,108.15830,0.04174
1,1727,1.00000,108.17640,0.04174
1,1728,1.00000,108.19450,0.04174
1,1729,1.00000,108.21250,0.04175
1,1730,1.00000,108.23060,0.04175
1,1731,1.00000,108.24870,0.04176
1,1732,1.00000,108.26670,0.04176
1,1733,1.00000,108.28480,0.04176
1,1734,1.00000,108.30280,0.04177
1,1735,1.00000,108.32090,0.04177
1,1736,1.00000,108.33890,0.04178
1,1737,1.00000,108.35700,0.04178
1,1738,1.00000,108.37500,0.04179
1,1739,1.00000,108.39310,0.04179
1,1740,1.00000,108.41120,0.04179
1,1741,1.00000,108.42920,0.04180
1,1742,1.00000,108.44730,0.04180
1,1743,1.00000,108.46530,0.04181
1,1744,1.00000,108.48330,0.04181
1,1745,1.00000,108.50140,0.04181
1,1746,1.00000,108.51940,0.04182
1,1747,1.00000,108.53750,0.04182
1,1748,1.00000,108.55550,0.04183
1,1749,1.00000,108.57360,0.04183
1,1750,1.00000,108.59160,0.04183
1,1751,1.00000,108.60970,0.04184
1,1752,1.00000,108.62770,0.04184
1,1753,1.00000,108.64570,0.04185
1,1754,1.00000,108.66380,0.04185
1,1755,1.00000,108.68180,0.04185
1,1756,1.00000,108.69980,0.04186
1,1757,1.00000,108.71790,0.04186
1,1758,1.00000,108.73590,0.04187
1,1759,1.00000,108.75390,0.04187
1,1760,1.00000,108.77200,0.04188
1,1761,1.00000,108.79000,0.04188
1,1762,1.00000,108.80800,0.04188
1,1763,1.00000,108.82610,0.04189
1,1764,1.00000,108.84410,0.04189
1,1765,1.00000,108.86210,0.04190
1,1766,1.00000,108.88010,0.04190
1,1767,1.00000,108.89820,0.04190
1,1768,1.00000,108.91620,0.04191
1,1769,1.00000,108.93420,0.04191
1,1770,1.00000,108.95220,0.04192
1,1771,1.00000,108.97020,0.04192
1,1772,1.00000,108.98830,0.04192
1,1773,1.00000,109.00630,0.04193
1,1774,1.00000,109.02430,0.04193
1,1775,1.00000,109.04230,0.04194
1,1776,1.00000,109.06030,0.04194
1,1777,1.00000,109.07830,0.04194
1,1778,1.00000,109.09630,0.04195
1,1779,1.00000,109.11440,0.04195
1,1780,1.00000,109.13240,0.04196
1,1781,1.00000,109.15040,0.04196
1,1782,1.00000,109.16840,0.04196
1,1783,1.00000,109.18640,0.04197
1,1784,1.00000,109.20440,0.04197
1,1785,1.00000,109.22240,0.04198
1,1786,1.00000,109.24040,0.04198
1,1787,1.00000,109.25840,0.04198
1,1788,1.00000,109.27640,0.04199
1,1789,1.00000,109.29440,0.04199
1,1790,1.00000,109.31240,0.04200
1,1791,1.00000,109.33040,0.04200
1,1792,1.00000,109.34840,0.04200
1,1793,1.00000,109.36640,0.04201
1,1794,1.00000,109.38430,0.04201
1,1795,1.00000,109.40230,0.04202
1,1796,1.00000,109.42030,0.04202
1,1797,1.00000,109.43830,0.04202
1,1798,1.00000,109.45630,0.04203
1,1799,1.00000,109.47430,0.04203
1,1800,1.00000,109.49230,0.04204
1,1801,1.00000,109.51020,0.04204
1,1802,1.00000,109.52820,0.04204
1,1803,1.00000,109.54620,0.04205
1,1804,1.00000,109.56420,0.04205
1,1805,1.00000,109.58220,0.04206
1,1806,1.00000,109.60010,0.04206
1,1807,1.00000,109.61810,0.04206
1,1808,1.00000,109.63610,0.04207
1,1809,1.00000,109.65400,0.04207
1,1810,1.00000,109.67200,0.04208
1,1811,1.00000,109.69000,0.04208
1,1812,1.00000,109.70790,0.04208
1,1813,1.00000,109.72590,0.04209
1,1814,1.00000,109.74390,0.04209
1,1815,1.00000,109.76180,0.04210
1,1816,1.00000,109.77980,0.04210
1,1817,1.00000,109.79780,0.04210
1,1818,1.00000,109.81570,0.04211
1,1819,1.00000,109.83370,0.04211
1,1820,1.00000,109.85160,0.04212
1,1821,1.00000,109.86960,0.04212
1,1822,1.00000,109.88750,0.04212
1,1823,1.00000,109.90550,0.04213
1,1824,1.00000,109.92340,0.04213
1,1825,1.00000,109.94140,0.04214
1,1826,1.00000,109.95930,0.04214
1,1827,1.00000,109.97730,0.04214
1,1828,1.00000,109.99520,0.04215
1,1829,1.00000,110.01310,0.04215
1,1830,1.00000,110.03110,0.04216
1,1831,1.00000,110.04900,0.04216
1,1832,1.00000,110.06690,0.04216
1,1833,1.00000,110.08490,0.04217
1,1834,1.00000,110.10280,0.04217
1,1835,1.00000,110.12070,0.04218
1,1836,1.00000,110.13870,0.04218
1,1837,1.00000,110.15660,0.04218
1,1838,1.00000,110.17450,0.04219
1,1839,1.00000,110.19240,0.04219
1,1840,1.00000,110.21040,0.04220
1,1841,1.00000,110.22830,0.04220
1,1842,1.00000,110.24620,0.04220
1,1843,1.00000,110.26410,0.04221
1,1844,1.00000,110.28200,0.04221
1,1845,1.00000,110.30000,0.04222
1,1846,1.00000,110.31790,0.04222
1,1847,1.00000,110.33580,0.04222
1,1848,1.00000,110.35370,0.04223
1,1849,1.00000,110.37160,0.04223
1,1850,1.00000,110.38950,0.04223
1,1851,1.00000,110.40740,0.04224
1,1852,1.00000,110.42530,0.04224
1,1853,1.00000,110.44320,0.04225
1,1854,1.00000,110.46110,0.04225
1,1855,1.00000,110.47900,0.04225
1,1856,1.00000,110.49690,0.04226
2,0,1.00000,49.14770,0.03790
2,1,1.00000,49.31660,0.03783
2,2,1.00000,49.48540,0.03776
2,3,1.00000,49.65430,0.03770
2,4,1.00000,49.82320,0.03763
2,5,1.00000,49.99210,0.03756
2,6,1.00000,50.16090,0.03749
2,7,1.00000,50.32980,0.03742
2,8,1.00000,50.49870,0.03735
2,9,1.00000,50.66760,0.03728
2,10,1.00000,50.83650,0.03722
2,11,1.00000,51.00530,0.03715
2,12,1.00000,51.17420,0.03708
2,13,1.00000,51.34310,0.03701
2,14,1.00000,51.51200,0.03694
2,15,1.00000,51.65100,0.03690
2,16,1.00000,51.78950,0.03687
2,17,1.00000,51.92720,0.03683
2,18,1.00000,52.06410,0.03680
2,19,1.00000,52.20020,0.03676
2,20,1.00000,52.33530,0.03673
2,21,1.00000,52.46950,0.03669
2,22,1.00000,52.60270,0.03666
2,23,1.00000,52.73490,0.03663
2,24,1.00000,52.86610,0.03660
2,25,1.00000,52.99630,0.03656
2,26,1.00000,53.12550,0.03653
2,27,1.00000,53.25370,0.03650
2,28,1.00000,53.38090,0.03647
2,29,1.00000,53.50720,0.03644
2,30,1.00000,53.63260,0.03641
2,31,1.00000,53.75710,0.03638
2,32,1.00000,53.88060,0.03636
2,33,1.00000,54.00310,0.03633
2,34,1.00000,54.12470,0.03630
2,35,1.00000,54.24540,0.03627
2,36,1.00000,54.36510,0.03625
2,37,1.00000,54.48390,0.03622
2,38,1.00000,54.60180,0.03619
2,39,1.00000,54.71870,0.03617
2,40,1.00000,54.83480,0.03614
2,41,1.00000,54.94990,0.03612
2,42,1.00000,55.06420,0.03609
2,43,1.00000,55.17770,0.03607
2,44,1.00000,55.29030,0.03604
2,45,1.00000,55.40210,0.03602
2,46,1.00000,55.51300,0.03600
2,47,1.00000,55.62300,0.03597
2,48,1.00000,55.73220,0.03595
2,49,1.00000,55.84060,0.03593
2,50,1.00000,55.94820,0.03591
2,51,1.00000,56.05490,0.03588
2,52,1.00000,56.16090,0.03586
2,53,1.00000,56.26600,0.03584
2,54,1.00000,56.37040,0.03582
2,55,1.00000,56.47390,0.03580
2,56,1.00000,56.57670,0.03578
2,57,1.00000,56.67880,0.03576
2,58,1.00000,56.78000,0.03574
2,59,1.00000,56.88060,0.03572
2,60,1.00000,56.98050,0.03570
2,61,1.00000,57.07960,0.03568
2,62,1.00000,57.17820,0.03566
2,63,1.00000,57.27610,0.03564
2,64,1.00000,57.37330,0.03562
2,65,1.00000,57.46990,0.03561
2,66,1.00000,57.56590,0.03559
2,67,1.00000,57.66130,0.03557
2,68,1.00000,57.75600,0.03555
2,69,1.00000,57.85010,0.03553
2,70,1.00000,57.94360,0.03552
2,71,1.00000,58.03650,0.03550
2,72,1.00000,58.12880,0.03548
2,73,1.00000,58.22060,0.03547
2,74,1.00000,58.31170,0.03545
2,75,1.00000,58.40220,0.03543
2,76,1.00000,58.49220,0.03542
2,77,1.00000,58.58160,0.03540
2,78,1.00000,58.67050,0.03539
2,79,1.00000,58.75880,0.03537
2,80,1.00000,58.84650,0.03536
2,81,1.00000,58.93370,0.03534
2,82,1.00000,59.02040,0.03533
2,83,1.00000,59.10660,0.03531
2,84,1.00000,59.19220,0.03530
2,85,1.00000,59.27730,0.03528
2,86,1.00000,59.36190,0.03527
2,87,1.00000,59.44590,0.03526
2,88,1.00000,59.52950,0.03524
2,89,1.00000,59.61260,0.03523
2,90,1.00000,59.69520,0.03521
2,91,1.00000,59.77730,0.03520
2,92,1.00000,59.85890,0.03519
2,93,1.00000,59.94010,0.03517
2,94,1.00000,60.02090,0.03516
2,95,1.00000,60.10110,0.03515
2,96,1.00000,60.18100,0.03514
2,97,1.00000,60.26030,0.03512
2,98,1.00000,60.33930,0.03511
2,99,1.00000,60.41780,0.03510
2,100,1.00000,60.49580,0.03509
2,101,1.00000,60.57340,0.03508
2,102,1.00000,60.65060,0.03506
2,103,1.00000,60.72730,0.03505
2,104,1.00000,60.80360,0.03504
2,105,1.00000,60.87950,0.03503
2,106,1.00000,60.95500,0.03502
2,107,1.00000,61.03010,0.03501
2,108,1.00000,61.10470,0.03500
2,109,1.00000,61.17890,0.03499
2,110,1.00000,61.25270,0.03497
2,111,1.00000,61.32610,0.03496
2,112,1.00000,61.39910,0.03495
2,113,1.00000,61.47170,0.03494
2,114,1.00000,61.54390,0.03493
2,115,1.00000,61.61560,0.03492
2,116,1.00000,61.68700,0.03491
2,117,1.00000,61.75800,0.03490
2,118,1.00000,61.82860,0.03489
2,119,1.00000,61.89880,0.03488
2,120,1.00000,61.96860,0.03487
2,121,1.00000,62.03810,0.03487
2,122,1.00000,62.10710,0.03486
2,123,1.00000,62.17580,0.03485
2,124,1.00000,62.24410,0.03484
2,125,1.00000,62.31200,0.03483
2,126,1.00000,62.37950,0.03482
2,127,1.00000,62.44670,0.03481
2,128,1.00000,62.51350,0.03480
2,129,1.00000,62.58000,0.03479
2,130,1.00000,62.64610,0.03479
2,131,1.00000,62.71180,0.03478
2,132,1.00000,62.77720,0.03477
2,133,1.00000,62.84230,0.03476
2,134,1.00000,62.90700,0.03475
2,135,1.00000,62.97140,0.03475
2,136,1.00000,63.03540,0.03474
2,137,1.00000,63.09910,0.03473
2,138,1.00000,63.16260,0.03472
2,139,1.00000,63.22570,0.03471
2,140,1.00000,63.28840,0.03471
2,141,1.00000,63.35090,0.03470
2,142,1.00000,63.41310,0.03469
2,143,1.00000,63.47500,0.03469
2,144,1.00000,63.53650,0.03468
2,145,1.00000,63.59780,0.03467
2,146,1.00000,63.65880,0.03467
2,147,1.00000,63.71960,0.03466
2,148,1.00000,63.78000,0.03465
2,149,1.00000,63.84020,0.03465
2,150,1.00000,63.90000,0.03464
2,151,1.00000,63.95970,0.03463
2,152,1.00000,64.01900,0.03463
2,153,1.00000,64.07810,0.03462
2,154,1.00000,64.13700,0.03461
2,155,1.00000,64.19560,0.03461
2,156,1.00000,64.25390,0.03460
2,157,1.00000,64.31200,0.03460
2,158,1.00000,64.36990,0.03459
2,159,1.00000,64.42760,0.03459
2,160,1.00000,64.48500,0.03458
2,161,1.00000,64.54220,0.03457
2,162,1.00000,64.59910,0.03457
2,163,1.00000,64.65590,0.03456
2,164,1.00000,64.71240,0.03456
2,165,1.00000,64.76880,0.03455
2,166,1.00000,64.82490,0.03455
2,167,1.00000,64.88080,0.03454
2,168,1.00000,64.93660,0.03454
2,169,1.00000,64.99210,0.03453
2,170,1.00000,65.04740,0.03453
2,171,1.00000,65.10260,0.03453
2,172,1.00000,65.15760,0.03452
2,173,1.00000,65.21230,0.03452
2,174,1.00000,65.26700,0.03451
2,175,1.00000,65.32140,0.03451
2,176,1.00000,65.37570,0.03450
2,177,1.00000,65.42980,0.03450
2,178,1.00000,65.48370,0.03450
2,179,1.00000,65.53750,0.03449
2,180,1.00000,65.59110,0.03449
2,181,1.00000,65.64450,0.03449
2,182,1.00000,65.69780,0.03448
2,183,1.00000,65.75100,0.03448
2,184,1.00000,65.80400,0.03447
2,185,1.00000,65.85680,0.03447
2,186,1.00000,65.90950,0.03447
2,187,1.00000,65.96210,0.03447
2,188,1.00000,66.01450,0.03446
2,189,1.00000,66.06680,0.03446
2,190,1.00000,66.11890,0.03446
2,191,1.00000,66.17090,0.03445
2,192,1.00000,66.22280,0.03445
2,193,1.00000,66.27450,0.03445
2,194,1.00000,66.32610,0.03444
2,195,1.00000,66.37760,0.03444
2,196,1.00000,66.42900,0.03444
2,197,1.00000,66.48020,0.03444
2,198,1.00000,66.53130,0.03444
2,199,1.00000,66.58230,0.03443
2,200,1.00000,66.63310,0.03443
2,201,1.00000,66.68390,0.03443
2,202,1.00000,66.73450,0.03443
2,203,1.00000,66.78500,0.03442
2,204,1.00000,66.83540,0.03442
2,205,1.00000,66.88570,0.03442
2,206,1.00000,66.93590,0.03442
2,207,1.00000,66.98590,0.03442
2,208,1.00000,67.03590,0.03442
2,209,1.00000,67.08580,0.03441
2,210,1.00000,67.13550,0.03441
2,211,1.00000,67.18520,0.03441
2,212,1.00000,67.23470,0.03441
2,213,1.00000,67.28420,0.03441
2,214,1.00000,67.33350,0.03441
2,215,1.00000,67.38280,0.03441
2,216,1.00000,67.43200,0.03441
2,217,1.00000,67.48100,0.03440
2,218,1.00000,67.53000,0.03440
2,219,1.00000,67.57890,0.03440
2,220,1.00000,67.62770,0.03440
2,221,1.00000,67.67640,0.03440
2,222,1.00000,67.72500,0.03440
2,223,1.00000,67.77350,0.03440
2,224,1.00000,67.82190,0.03440
2,225,1.00000,67.87030,0.03440
2,226,1.00000,67.91850,0.03440
2,227,1.00000,67.96670,0.03440
2,228,1.00000,68.01480,0.03440
2,229,1.00000,68.06280,0.03440
2,230,1.00000,68.11070,0.03440
2,231,1.00000,68.15850,0.03440
2,232,1.00000,68.20630,0.03440
2,233,1.00000,68.25400,0.03440
2,234,1.00000,68.30160,0.03440
2,235,1.00000,68.34910,0.03440
2,236,1.00000,68.39650,0.03440
2,237,1.00000,68.44390,0.03440
2,238,1.00000,68.49110,0.03440
2,239,1.00000,68.53830,0.03440
2,240,1.00000,68.58550,0.03440
2,241,1.00000,68.63250,0.03440
2,242,1.00000,68.67950,0.03440
2,243,1.00000,68.72640,0.03440
2,244,1.00000,68.77320,0.03440
2,245,1.00000,68.82000,0.03440
2,246,1.00000,68.86660,0.03440
2,247,1.00000,68.91330,0.03440
2,248,1.00000,68.95980,0.03440
2,249,1.00000,69.00630,0.03440
2,250,1.00000,69.05270,0.03440
2,251,1.00000,69.09900,0.03441
2,252,1.00000,69.14520,0.03441
2,253,1.00000,69.19140,0.03441
2,254,1.00000,69.23760,0.03441
2,255,1.00000,69.28360,0.03441
2,256,1.00000,69.32960,0.03441
2,257,1.00000,69.37550,0.03441
2,258,1.00000,69.42140,0.03441
2,259,1.00000,69.46720,0.03441
2,260,1.00000,69.51290,0.03442
2,261,1.00000,69.55850,0.03442
2,262,1.00000,69.60410,0.03442
2,263,1.00000,69.64960,0.03442
2,264,1.00000,69.69510,0.03442
2,265,1.00000,69.74050,0.03442
2,266,1.00000,69.78580,0.03443
2,267,1.00000,69.83110,0.03443
2,268,1.00000,69.87630,0.03443
2,269,1.00000,69.92150,0.03443
2,270,1.00000,69.96660,0.03443
2,271,1.00000,70.01160,0.03444
2,272,1.00000,70.05660,0.03444
2,273,1.00000,70.10150,0.03444
2,274,1.00000,70.14630,0.03444
2,275,1.00000,70.19110,0.03444
2,276,1.00000,70.23580,0.03445
2,277,1.00000,70.28050,0.03445
2,278,1.00000,70.32510,0.03445
2,279,1.00000,70.36970,0.03445
2,280,1.00000,70.41420,0.03445
2,281,1.00000,70.45860,0.03446
2,282,1.00000,70.50300,0.03446
2,283,1.00000,70.54740,0.03446
2,284,1.00000,70.59170,0.03446
2,285,1.00000,70.63590,0.03447
2,286,1.00000,70.68000,0.03447
2,287,1.00000,70.72410,0.03447
2,288,1.00000,70.76820,0.03448
2,289,1.00000,70.81220,0.03448
2,290,1.00000,70.85610,0.03448
2,291,1.00000,70.90000,0.03448
2,292,1.00000,70.94390,0.03449
2,293,1.00000,70.98760,0.03449
2,294,1.00000,71.03140,0.03449
2,295,1.00000,71.07500,0.03450
2,296,1.00000,71.11870,0.03450
2,297,1.00000,71.16220,0.03450
2,298,1.00000,71.20570,0.03450
2,299,1.00000,71.24920,0.03451
2,300,1.00000,71.29260,0.03451
2,301,1.00000,71.33590,0.03451
2,302,1.00000,71.37920,0.03452
