sex,age_days,l,m,s
1,734,1.00000,87.21550,0.03511
1,735,1.00000,87.24390,0.03513
1,736,1.00000,87.27220,0.03514
1,737,1.00000,87.30060,0.03515
1,738,1.00000,87.32890,0.03516
1,739,1.00000,87.35710,0.03517
1,740,1.00000,87.38540,0.03518
1,741,1.00000,87.41360,0.03519
1,742,1.00000,87.44190,0.03521
1,743,1.00000,87.47010,0.03522
1,744,1.00000,87.49820,0.03523
1,745,1.00000,87.52640,0.03524
1,746,1.00000,87.55450,0.03525
1,747,1.00000,87.58260,0.03526
1,748,1.00000,87.61070,0.03527
1,749,1.00000,87.63880,0.03528
1,750,1.00000,87.66680,0.03530
1,751,1.00000,87.69480,0.03531
1,752,1.00000,87.72280,0.03532
1,753,1.00000,87.75080,0.03533
1,754,1.00000,87.77880,0.03534
1,755,1.00000,87.80670,0.03535
1,756,1.00000,87.83460,0.03536
1,757,1.00000,87.86250,0.03538
1,758,1.00000,87.89030,0.03539
1,759,1.00000,87.91810,0.03540
1,760,1.00000,87.94600,0.03541
1,761,1.00000,87.97370,0.03542
1,762,1.00000,88.00150,0.03543
1,763,1.00000,88.02920,0.03544
1,764,1.00000,88.05700,0.03545
1,765,1.00000,88.08460,0.03547
1,766,1.00000,88.11230,0.03548
1,767,1.00000,88.14000,0.03549
1,768,1.00000,88.16760,0.03550
1,769,1.00000,88.19520,0.03551
1,770,1.00000,88.22280,0.03552
1,771,1.00000,88.25030,0.03553
1,772,1.00000,88.27780,0.03555
1,773,1.00000,88.30530,0.03556
1,774,1.00000,88.33280,0.03557
1,775,1.00000,88.36030,0.03558
1,776,1.00000,88.38770,0.03559
1,777,1.00000,88.41510,0.03560
1,778,1.00000,88.44250,0.03561
1,779,1.00000,88.46990,0.03562
1,780,1.00000,88.49720,0.03564
1,781,1.00000,88.52450,0.03565
1,782,1.00000,88.55180,0.03566
1,783,1.00000,88.57910,0.03567
1,784,1.00000,88.60630,0.03568
1,785,1.00000,88.63350,0.03569
1,786,1.00000,88.66070,0.03570
1,787,1.00000,88.68790,0.03571
1,788,1.00000,88.71500,0.03572
1,789,1.00000,88.74220,0.03574
1,790,1.00000,88.76930,0.03575
1,791,1.00000,88.79640,0.03576
1,792,1.00000,88.82340,0.03577
1,793,1.00000,88.85040,0.03578
1,794,1.00000,88.87750,0.03579
1,795,1.00000,88.90440,0.03580
1,796,1.00000,88.93140,0.03581
1,797,1.00000,88.95840,0.03582
1,798,1.00000,88.98530,0.03584
1,799,1.00000,89.01220,0.03585
1,800,1.00000,89.03910,0.03586
1,801,1.00000,89.06590,0.03587
1,802,1.00000,89.09270,0.03588
1,803,1.00000,89.11950,0.03589
1,804,1.00000,89.14630,0.03590
1,805,1.00000,89.17310,0.03591
1,806,1.00000,89.19980,0.03592
1,807,1.00000,89.22660,0.03593
1,808,1.00000,89.25330,0.03595
1,809,1.00000,89.27990,0.03596
1,810,1.00000,89.30660,0.03597
1,811,1.00000,89.33320,0.03598
1,812,1.00000,89.35980,0.03599
1,813,1.00000,89.38640,0.03600
1,814,1.00000,89.41300,0.03601
1,815,1.00000,89.43950,0.03602
1,816,1.00000,89.46600,0.03603
1,817,1.00000,89.49250,0.03604
1,818,1.00000,89.51900,0.03605
1,819,1.00000,89.54550,0.03607
1,820,1.00000,89.57190,0.03608
1,821,1.00000,89.59830,0.03609
1,822,1.00000,89.62470,0.03610
1,823,1.00000,89.65100,0.03611
1,824,1.00000,89.67740,0.03612
1,825,1.00000,89.70370,0.03613
1,826,1.00000,89.73000,0.03614
1,827,1.00000,89.75630,0.03615
1,828,1.00000,89.78250,0.03616
1,829,1.00000,89.80870,0.03617
1,830,1.00000,89.83490,0.03618
1,831,1.00000,89.86110,0.03620
1,832,1.00000,89.88730,0.03621
1,833,1.00000,89.91340,0.03622
1,834,1.00000,89.93950,0.03623
1,835,1.00000,89.96560,0.03624
1,836,1.00000,89.99170,0.03625
1,837,1.00000,90.01770,0.03626
1,838,1.00000,90.04370,0.03627
1,839,1.00000,90.06970,0.03628
1,840,1.00000,90.09570,0.03629
1,841,1.00000,90.12160,0.03630
1,842,1.00000,90.14760,0.03631
1,843,1.00000,90.17350,0.03632
1,844,1.00000,90.19940,0.03633
1,845,1.00000,90.22520,0.03634
1,846,1.00000,90.25100,0.03636
1,847,1.00000,90.27690,0.03637
1,848,1.00000,90.30260,0.03638
1,849,1.00000,90.32840,0.03639
1,850,1.00000,90.35410,0.03640
1,851,1.00000,90.37990,0.03641
1,852,1.00000,90.40560,0.03642
1,853,1.00000,90.43120,0.03643
1,854,1.00000,90.45690,0.03644
1,855,1.00000,90.48250,0.03645
1,856,1.00000,90.50810,0.03646
1,857,1.00000,90.53370,0.03647
1,858,1.00000,90.55920,0.03648
1,859,1.00000,90.58480,0.03649
1,860,1.00000,90.61030,0.03650
1,861,1.00000,90.63580,0.03651
1,862,1.00000,90.66120,0.03652
1,863,1.00000,90.68670,0.03653
1,864,1.00000,90.71210,0.03654
1,865,1.00000,90.73750,0.03655
1,866,1.00000,90.76280,0.03656
1,867,1.00000,90.78820,0.03657
1,868,1.00000,90.81350,0.03659
1,869,1.00000,90.83880,0.03660
1,870,1.00000,90.86410,0.03661
1,871,1.00000,90.88930,0.03662
1,872,1.00000,90.91460,0.03663
1,873,1.00000,90.93980,0.03664
1,874,1.00000,90.96500,0.03665
1,875,1.00000,90.99010,0.03666
1,876,1.00000,91.01530,0.03667
1,877,1.00000,91.04040,0.03668
1,878,1.00000,91.06550,0.03669
1,879,1.00000,91.09050,0.03670
1,880,1.00000,91.11560,0.03671
1,881,1.00000,91.14060,0.03672
1,882,1.00000,91.16560,0.03673
1,883,1.00000,91.19060,0.03674
1,884,1.00000,91.21550,0.03675
1,885,1.00000,91.24050,0.03676
1,886,1.00000,91.26540,0.03677
1,887,1.00000,91.29030,0.03678
1,888,1.00000,91.31510,0.03679
1,889,1.00000,91.34000,0.03680
1,890,1.00000,91.36480,0.03681
1,891,1.00000,91.38960,0.03682
1,892,1.00000,91.41440,0.03683
1,893,1.00000,91.43910,0.03684
1,894,1.00000,91.46390,0.03685
1,895,1.00000,91.48860,0.03686
1,896,1.00000,91.51330,0.03687
1,897,1.00000,91.53790,0.03688
1,898,1.00000,91.56260,0.03689
1,899,1.00000,91.58720,0.03690
1,900,1.00000,91.61180,0.03691
1,901,1.00000,91.63640,0.03692
1,902,1.00000,91.66090,0.03693
1,903,1.00000,91.68550,0.03694
1,904,1.00000,91.71000,0.03695
1,905,1.00000,91.73450,0.03696
1,906,1.00000,91.75900,0.03697
1,907,1.00000,91.78340,0.03698
1,908,1.00000,91.80780,0.03699
1,909,1.00000,91.83230,0.03700
1,910,1.00000,91.85660,0.03701
1,911,1.00000,91.88100,0.03702
1,912,1.00000,91.90530,0.03703
1,913,1.00000,91.92970,0.03704
1,914,1.00000,91.95400,0.03705
1,915,1.00000,91.97830,0.03706
1,916,1.00000,92.00250,0.03707
1,917,1.00000,92.02680,0.03708
1,918,1.00000,92.05100,0.03709
1,919,1.00000,92.07520,0.03710
1,920,1.00000,92.09930,0.03711
1,921,1.00000,92.12350,0.03711
1,922,1.00000,92.14760,0.03712
1,923,1.00000,92.17170,0.03713
1,924,1.00000,92.19580,0.03714
1,925,1.00000,92.21990,0.03715
1,926,1.00000,92.24400,0.03716
1,927,1.00000,92.26800,0.03717
1,928,1.00000,92.29200,0.03718
1,929,1.00000,92.31600,0.03719
1,930,1.00000,92.34000,0.03720
1,931,1.00000,92.36390,0.03721
1,932,1.00000,92.38790,0.03722
1,933,1.00000,92.41180,0.03723
1,934,1.00000,92.43570,0.03724
1,935,1.00000,92.45950,0.03725
1,936,1.00000,92.48340,0.03726
1,937,1.00000,92.50720,0.03727
1,938,1.00000,92.53100,0.03728
1,939,1.00000,92.55480,0.03729
1,940,1.00000,92.57860,0.03730
1,941,1.00000,92.60230,0.03730
1,942,1.00000,92.62610,0.03731
1,943,1.00000,92.64980,0.03732
1,944,1.00000,92.67350,0.03733
1,945,1.00000,92.69710,0.03734
1,946,1.00000,92.72080,0.03735
1,947,1.00000,92.74440,0.03736
1,948,1.00000,92.76800,0.03737
1,949,1.00000,92.79160,0.03738
1,950,1.00000,92.81520,0.03739
1,951,1.00000,92.83880,0.03740
1,952,1.00000,92.86230,0.03741
1,953,1.00000,92.88580,0.03742
1,954,1.00000,92.90930,0.03743
1,955,1.00000,92.93280,0.03743
1,956,1.00000,92.95620,0.03744
1,957,1.00000,92.97970,0.03745
1,958,1.00000,93.00310,0.03746
1,959,1.00000,93.02650,0.03747
1,960,1.00000,93.04990,0.03748
1,961,1.00000,93.07320,0.03749
1,962,1.00000,93.09660,0.03750
1,963,1.00000,93.11990,0.03751
1,964,1.00000,93.14320,0.03752
1,965,1.00000,93.16650,0.03753
1,966,1.00000,93.18980,0.03753
1,967,1.00000,93.21300,0.03754
1,968,1.00000,93.23630,0.03755
1,969,1.00000,93.25950,0.03756
1,970,1.00000,93.28270,0.03757
1,971,1.00000,93.30590,0.03758
1,972,1.00000,93.32900,0.03759
1,973,1.00000,93.35220,0.03760
1,974,1.00000,93.37530,0.03761
1,975,1.00000,93.39840,0.03762
1,976,1.00000,93.42150,0.03762
1,977,1.00000,93.44460,0.03763
1,978,1.00000,93.46760,0.03764
1,979,1.00000,93.49060,0.03765
1,980,1.00000,93.51370,0.03766
1,981,1.00000,93.53670,0.03767
1,982,1.00000,93.55960,0.03768
1,983,1.00000,93.58260,0.03769
1,984,1.00000,93.60560,0.03769
1,985,1.00000,93.62850,0.03770
1,986,1.00000,93.65140,0.03771
1,987,1.00000,93.67430,0.03772
1,988,1.00000,93.69720,0.03773
1,989,1.00000,93.72010,0.03774
1,990,1.00000,93.74290,0.03775
1,991,1.00000,93.76580,0.03776
1,992,1.00000,93.78860,0.03776
1,993,1.00000,93.81140,0.03777
1,994,1.00000,93.83420,0.03778
1,995,1.00000,93.85690,0.03779
1,996,1.00000,93.87970,0.03780
1,997,1.00000,93.90240,0.03781
1,998,1.00000,93.92520,0.03782
1,999,1.00000,93.94790,0.03782
1,1000,1.00000,93.97060,0.03783
1,1001,1.00000,93.99320,0.03784
1,1002,1.00000,94.01590,0.03785
1,1003,1.00000,94.03850,0.03786
1,1004,1.00000,94.06120,0.03787
1,1005,1.00000,94.08380,0.03788
1,1006,1.00000,94.10640,0.03788
1,1007,1.00000,94.12900,0.03789
1,1008,1.00000,94.15160,0.03790
1,1009,1.00000,94.17410,0.03791
1,1010,1.00000,94.19670,0.03792
1,1011,1.00000,94.21920,0.03793
1,1012,1.00000,94.24170,0.03793
1,1013,1.00000,94.26420,0.03794
1,1014,1.00000,94.28670,0.03795
1,1015,1.00000,94.30920,0.03796
1,1016,1.00000,94.33170,0.03797
1,1017,1.00000,94.35410,0.03798
1,1018,1.00000,94.37650,0.03798
1,1019,1.00000,94.39900,0.03799
1,1020,1.00000,94.42140,0.03800
1,1021,1.00000,94.44380,0.03801
1,1022,1.00000,94.46620,0.03802
1,1023,1.00000,94.48850,0.03802
1,1024,1.00000,94.51090,0.03803
1,1025,1.00000,94.53320,0.03804
1,1026,1.00000,94.55560,0.03805
1,1027,1.00000,94.57790,0.03806
1,1028,1.00000,94.60020,0.03807
1,1029,1.00000,94.62250,0.03807
1,1030,1.00000,94.64470,0.03808
1,1031,1.00000,94.66700,0.03809
1,1032,1.00000,94.68930,0.03810
1,1033,1.00000,94.71150,0.03811
1,1034,1.00000,94.73370,0.03811
1,1035,1.00000,94.75590,0.03812
1,1036,1.00000,94.77820,0.03813
1,1037,1.00000,94.80030,0.03814
1,1038,1.00000,94.82250,0.03815
1,1039,1.00000,94.84470,0.03815
1,1040,1.00000,94.86680,0.03816
1,1041,1.00000,94.88900,0.03817
1,1042,1.00000,94.91110,0.03818
1,1043,1.00000,94.93320,0.03819
1,1044,1.00000,94.95530,0.03819
1,1045,1.00000,94.97740,0.03820
1,1046,1.00000,94.99950,0.03821
1,1047,1.00000,95.02160,0.03822
1,1048,1.00000,95.04360,0.03822
1,1049,1.00000,95.06570,0.03823
1,1050,1.00000,95.08770,0.03824
1,1051,1.00000,95.10970,0.03825
1,1052,1.00000,95.13170,0.03826
1,1053,1.00000,95.15370,0.03826
1,1054,1.00000,95.17570,0.03827
1,1055,1.00000,95.19770,0.03828
1,1056,1.00000,95.21970,0.03829
1,1057,1.00000,95.24160,0.03829
1,1058,1.00000,95.26360,0.03830
1,1059,1.00000,95.28550,0.03831
1,1060,1.00000,95.30740,0.03832
1,1061,1.00000,95.32930,0.03833
1,1062,1.00000,95.35120,0.03833
1,1063,1.00000,95.37310,0.03834
1,1064,1.00000,95.39490,0.03835
1,1065,1.00000,95.41680,0.03836
1,1066,1.00000,95.43860,0.03836
1,1067,1.00000,95.46050,0.03837
1,1068,1.00000,95.48230,0.03838
1,1069,1.00000,95.50410,0.03839
1,1070,1.00000,95.52590,0.03839
1,1071,1.00000,95.54770,0.03840
1,1072,1.00000,95.56950,0.03841
1,1073,1.00000,95.59130,0.03842
1,1074,1.00000,95.61300,0.03842
1,1075,1.00000,95.63480,0.03843
1,1076,1.00000,95.65650,0.03844
1,1077,1.00000,95.67820,0.03845
1,1078,1.00000,95.69990,0.03845
1,1079,1.00000,95.72160,0.03846
1,1080,1.00000,95.74330,0.03847
1,1081,1.00000,95.76500,0.03848
1,1082,1.00000,95.78670,0.03848
1,1083,1.00000,95.80830,0.03849
1,1084,1.00000,95.83000,0.03850
1,1085,1.00000,95.85160,0.03850
1,1086,1.00000,95.87320,0.03851
1,1087,1.00000,95.89480,0.03852
1,1088,1.00000,95.91650,0.03853
1,1089,1.00000,95.93800,0.03853
1,1090,1.00000,95.95960,0.03854
1,1091,1.00000,95.98120,0.03855
1,1092,1.00000,96.00280,0.03856
1,1093,1.00000,96.02430,0.03856
1,1094,1.00000,96.04590,0.03857
1,1095,1.00000,96.06740,0.03858
1,1096,1.00000,96.08890,0.03858
1,1097,1.00000,96.11040,0.03859
1,1098,1.00000,96.13190,0.03860
1,1099,1.00000,96.15340,0.03861
1,1100,1.00000,96.17490,0.03861
1,1101,1.00000,96.19640,0.03862
1,1102,1.00000,96.21780,0.03863
1,1103,1.00000,96.23930,0.03863
1,1104,1.00000,96.26070,0.03864
1,1105,1.00000,96.28210,0.03865
1,1106,1.00000,96.30350,0.03866
1,1107,1.00000,96.32500,0.03866
1,1108,1.00000,96.34640,0.03867
1,1109,1.00000,96.36770,0.03868
1,1110,1.00000,96.38910,0.03868
1,1111,1.00000,96.41050,0.03869
1,1112,1.00000,96.43180,0.03870
1,1113,1.00000,96.45320,0.03870
1,1114,1.00000,96.47450,0.03871
1,1115,1.00000,96.49580,0.03872
1,1116,1.00000,96.51720,0.03873
1,1117,1.00000,96.53850,0.03873
1,1118,1.00000,96.55980,0.03874
1,1119,1.00000,96.58100,0.03875
1,1120,1.00000,96.60230,0.03875
1,1121,1.00000,96.62360,0.03876
1,1122,1.00000,96.64480,0.03877
1,1123,1.00000,96.66610,0.03877
1,1124,1.00000,96.68730,0.03878
1,1125,1.00000,96.70850,0.03879
1,1126,1.00000,96.72980,0.03879
1,1127,1.00000,96.75100,0.03880
1,1128,1.00000,96.77220,0.03881
1,1129,1.00000,96.79330,0.03881
1,1130,1.00000,96.81450,0.03882
1,1131,1.00000,96.83570,0.03883
1,1132,1.00000,96.85680,0.03883
1,1133,1.00000,96.87800,0.03884
1,1134,1.00000,96.89910,0.03885
1,1135,1.00000,96.92030,0.03885
1,1136,1.00000,96.94140,0.03886
1,1137,1.00000,96.96250,0.03887
1,1138,1.00000,96.98360,0.03887
1,1139,1.00000,97.00470,0.03888
1,1140,1.00000,97.02580,0.03889
1,1141,1.00000,97.04680,0.03889
1,1142,1.00000,97.06790,0.03890
1,1143,1.00000,97.08890,0.03891
1,1144,1.00000,97.11000,0.03891
1,1145,1.00000,97.13100,0.03892
1,1146,1.00000,97.15210,0.03893
1,1147,1.00000,97.17310,0.03893
1,1148,1.00000,97.19410,0.03894
1,1149,1.00000,97.21510,0.03895
1,1150,1.00000,97.23610,0.03895
1,1151,1.00000,97.25700,0.03896
1,1152,1.00000,97.27800,0.03897
1,1153,1.00000,97.29900,0.03897
1,1154,1.00000,97.31990,0.03898
1,1155,1.00000,97.34090,0.03899
1,1156,1.00000,97.36180,0.03899
1,1157,1.00000,97.38270,0.03900
1,1158,1.00000,97.40360,0.03901
1,1159,1.00000,97.42450,0.03901
1,1160,1.00000,97.44540,0.03902
1,1161,1.00000,97.46630,0.03902
1,1162,1.00000,97.48720,0.03903
1,1163,1.00000,97.50810,0.03904
1,1164,1.00000,97.52890,0.03904
1,1165,1.00000,97.54980,0.03905
1,1166,1.00000,97.57060,0.03906
1,1167,1.00000,97.59140,0.03906
1,1168,1.00000,97.61230,0.03907
1,1169,1.00000,97.63310,0.03908
1,1170,1.00000,97.65390,0.03908
1,1171,1.00000,97.67470,0.03909
1,1172,1.00000,97.69540,0.03909
1,1173,1.00000,97.71620,0.03910
1,1174,1.00000,97.73700,0.03911
1,1175,1.00000,97.75770,0.03911
1,1176,1.00000,97.77850,0.03912
1,1177,1.00000,97.79920,0.03913
1,1178,1.00000,97.81990,0.03913
1,1179,1.00000,97.84060,0.03914
1,1180,1.00000,97.86140,0.03914
1,1181,1.00000,97.88210,0.03915
1,1182,1.00000,97.90270,0.03916
1,1183,1.00000,97.92340,0.03916
1,1184,1.00000,97.94410,0.03917
1,1185,1.00000,97.96470,0.03917
1,1186,1.00000,97.98540,0.03918
1,1187,1.00000,98.00600,0.03919
1,1188,1.00000,98.02670,0.03919
1,1189,1.00000,98.04730,0.03920
1,1190,1.00000,98.06790,0.03920
1,1191,1.00000,98.08850,0.03921
1,1192,1.00000,98.10910,0.03922
1,1193,1.00000,98.12970,0.03922
1,1194,1.00000,98.15030,0.03923
1,1195,1.00000,98.17080,0.03924
1,1196,1.00000,98.19140,0.03924
1,1197,1.00000,98.21190,0.03925
1,1198,1.00000,98.23250,0.03925
1,1199,1.00000,98.25300,0.03926
1,1200,1.00000,98.27350,0.03927
1,1201,1.00000,98.29400,0.03927
1,1202,1.00000,98.31450,0.03928
1,1203,1.00000,98.33500,0.03928
1,1204,1.00000,98.35550,0.03929
1,1205,1.00000,98.37590,0.03929
1,1206,1.00000,98.39640,0.03930
1,1207,1.00000,98.41690,0.03931
1,1208,1.00000,98.43730,0.03931
1,1209,1.00000,98.45770,0.03932
1,1210,1.00000,98.47820,0.03932
1,1211,1.00000,98.49860,0.03933
1,1212,1.00000,98.51900,0.03934
1,1213,1.00000,98.53940,0.03934
1,1214,1.00000,98.55980,0.03935
1,1215,1.00000,98.58010,0.03935
1,1216,1.00000,98.60050,0.03936
1,1217,1.00000,98.62090,0.03937
1,1218,1.00000,98.64120,0.03937
1,1219,1.00000,98.66150,0.03938
1,1220,1.00000,98.68190,0.03938
1,1221,1.00000,98.70220,0.03939
1,1222,1.00000,98.72250,0.03939
1,1223,1.00000,98.74280,0.03940
1,1224,1.00000,98.76310,0.03941
1,1225,1.00000,98.78340,0.03941
1,1226,1.00000,98.80360,0.03942
1,1227,1.00000,98.82390,0.03942
1,1228,1.00000,98.84420,0.03943
1,1229,1.00000,98.86440,0.03943
1,1230,1.00000,98.88460,0.03944
1,1231,1.00000,98.90490,0.03945
1,1232,1.00000,98.92510,0.03945
1,1233,1.00000,98.94530,0.03946
1,1234,1.00000,98.96550,0.03946
1,1235,1.00000,98.98570,0.03947
1,1236,1.00000,99.00580,0.03947
1,1237,1.00000,99.02600,0.03948
1,1238,1.00000,99.04610,0.03949
1,1239,1.00000,99.06630,0.03949
1,1240,1.00000,99.08640,0.03950
1,1241,1.00000,99.10650,0.03950
1,1242,1.00000,99.12670,0.03951
1,1243,1.00000,99.14680,0.03951
1,1244,1.00000,99.16690,0.03952
1,1245,1.00000,99.18690,0.03952
1,1246,1.00000,99.20700,0.03953
1,1247,1.00000,99.22710,0.03954
1,1248,1.00000,99.24710,0.03954
1,1249,1.00000,99.26720,0.03955
1,1250,1.00000,99.28720,0.03955
1,1251,1.00000,99.30720,0.03956
1,1252,1.00000,99.32720,0.03956
1,1253,1.00000,99.34720,0.03957
1,1254,1.00000,99.36720,0.03957
1,1255,1.00000,99.38720,0.03958
1,1256,1.00000,99.40720,0.03958
1,1257,1.00000,99.42720,0.03959
1,1258,1.00000,99.44710,0.03960
1,1259,1.00000,99.46710,0.03960
1,1260,1.00000,99.48700,0.03961
1,1261,1.00000,99.50690,0.03961
1,1262,1.00000,99.52680,0.03962
1,1263,1.00000,99.54670,0.03962
1,1264,1.00000,99.56660,0.03963
1,1265,1.00000,99.58650,0.03963
1,1266,1.00000,99.60640,0.03964
1,1267,1.00000,99.62620,0.03964
1,1268,1.00000,99.64610,0.03965
1,1269,1.00000,99.66600,0.03966
1,1270,1.00000,99.68580,0.03966
1,1271,1.00000,99.70560,0.03967
1,1272,1.00000,99.72540,0.03967
1,1273,1.00000,99.74520,0.03968
1,1274,1.00000,99.76500,0.03968
1,1275,1.00000,99.78480,0.03969
1,1276,1.00000,99.80460,0.03969
1,1277,1.00000,99.82440,0.03970
1,1278,1.00000,99.84410,0.03970
1,1279,1.00000,99.86390,0.03971
1,1280,1.00000,99.88360,0.03971
1,1281,1.00000,99.90340,0.03972
1,1282,1.00000,99.92310,0.03972
1,1283,1.00000,99.94280,0.03973
1,1284,1.00000,99.96250,0.03973
1,1285,1.00000,99.98220,0.03974
1,1286,1.00000,100.00190,0.03975
1,1287,1.00000,100.02160,0.03975
1,1288,1.00000,100.04120,0.03976
1,1289,1.00000,100.06090,0.03976
1,1290,1.00000,100.08050,0.03977
1,1291,1.00000,100.10020,0.03977
1,1292,1.00000,100.11980,0.03978
1,1293,1.00000,100.13940,0.03978
1,1294,1.00000,100.15910,0.03979
1,1295,1.00000,100.17870,0.03979
1,1296,1.00000,100.19830,0.03980
1,1297,1.00000,100.21780,0.03980
1,1298,1.00000,100.23740,0.03981
1,1299,1.00000,100.25700,0.03981
1,1300,1.00000,100.27650,0.03982
1,1301,1.00000,100.29610,0.03982
1,1302,1.00000,100.31560,0.03983
1,1303,1.00000,100.33520,0.03983
1,1304,1.00000,100.35470,0.03984
1,1305,1.00000,100.37420,0.03984
1,1306,1.00000,100.39370,0.03985
1,1307,1.00000,100.41320,0.03985
1,1308,1.00000,100.43270,0.03986
1,1309,1.00000,100.45220,0.03986
1,1310,1.00000,100.47170,0.03987
1,1311,1.00000,100.49110,0.03987
1,1312,1.00000,100.51060,0.03988
1,1313,1.00000,100.53000,0.03988
1,1314,1.00000,100.54950,0.03989
1,1315,1.00000,100.56890,0.03990
1,1316,1.00000,100.58830,0.03990
1,1317,1.00000,100.60770,0.03991
1,1318,1.00000,100.62710,0.03991
1,1319,1.00000,100.64650,0.03992
1,1320,1.00000,100.66590,0.03992
1,1321,1.00000,100.68530,0.03993
1,1322,1.00000,100.70460,0.03993
1,1323,1.00000,100.72400,0.03994
1,1324,1.00000,100.74340,0.03994
1,1325,1.00000,100.76270,0.03995
1,1326,1.00000,100.78200,0.03995
1,1327,1.00000,100.80130,0.03996
1,1328,1.00000,100.82070,0.03996
1,1329,1.00000,100.84000,0.03997
1,1330,1.00000,100.85930,0.03997
1,1331,1.00000,100.87860,0.03998
1,1332,1.00000,100.89780,0.03998
1,1333,1.00000,100.91710,0.03999
1,1334,1.00000,100.93640,0.03999
1,1335,1.00000,100.95560,0.04000
1,1336,1.00000,100.97490,0.04000
1,1337,1.00000,100.99410,0.04001
1,1338,1.00000,101.01340,0.04001
1,1339,1.00000,101.03260,0.04002
1,1340,1.00000,101.05180,0.04002
1,1341,1.00000,101.07100,0.04003
1,1342,1.00000,101.09020,0.04003
1,1343,1.00000,101.10940,0.04004
1,1344,1.00000,101.12860,0.04004
1,1345,1.00000,101.14770,0.04004
1,1346,1.00000,101.16690,0.04005
1,1347,1.00000,101.18610,0.04005
1,1348,1.00000,101.20520,0.04006
1,1349,1.00000,101.22440,0.04006
1,1350,1.00000,101.24350,0.04007
1,1351,1.00000,101.26260,0.04007
1,1352,1.00000,101.28170,0.04008
1,1353,1.00000,101.30080,0.04008
1,1354,1.00000,101.32000,0.04009
1,1355,1.00000,101.33900,0.04009
1,1356,1.00000,101.35810,0.04010
1,1357,1.00000,101.37720,0.04010
1,1358,1.00000,101.39630,0.04011
1,1359,1.00000,101.41530,0.04011
1,1360,1.00000,101.43440,0.04012
1,1361,1.00000,101.45350,0.04012
1,1362,1.00000,101.47250,0.04013
1,1363,1.00000,101.49150,0.04013
1,1364,1.00000,101.51060,0.04014
1,1365,1.00000,101.52960,0.04014
1,1366,1.00000,101.54860,0.04015
1,1367,1.00000,101.56760,0.04015
1,1368,1.00000,101.58660,0.04016
1,1369,1.00000,101.60560,0.04016
1,1370,1.00000,101.62460,0.04017
1,1371,1.00000,101.64350,0.04017
1,1372,1.00000,101.66250,0.04018
1,1373,1.00000,101.68150,0.04018
1,1374,1.00000,101.70040,0.04019
1,1375,1.00000,101.71940,0.04019
1,1376,1.00000,101.73830,0.04020
1,1377,1.00000,101.75720,0.04020
1,1378,1.00000,101.77620,0.04020
1,1379,1.00000,101.79510,0.04021
1,1380,1.00000,101.81400,0.04021
1,1381,1.00000,101.83290,0.04022
1,1382,1.00000,101.85180,0.04022
1,1383,1.00000,101.87070,0.04023
1,1384,1.00000,101.88960,0.04023
1,1385,1.00000,101.90850,0.04024
1,1386,1.00000,101.92740,0.04024
1,1387,1.00000,101.94620,0.04025
1,1388,1.00000,101.96510,0.04025
1,1389,1.00000,101.98390,0.04026
1,1390,1.00000,102.00280,0.04026
1,1391,1.00000,102.02160,0.04027
1,1392,1.00000,102.04050,0.04027
1,1393,1.00000,102.05930,0.04028
1,1394,1.00000,102.07810,0.04028
1,1395,1.00000,102.09700,0.04029
1,1396,1.00000,102.11580,0.04029
1,1397,1.00000,102.13460,0.04030
1,1398,1.00000,102.15340,0.04030
1,1399,1.00000,102.17220,0.04030
1,1400,1.00000,102.19100,0.04031
1,1401,1.00000,102.20970,0.04031
1,1402,1.00000,102.22850,0.04032
1,1403,1.00000,102.24730,0.04032
1,1404,1.00000,102.26610,0.04033
1,1405,1.00000,102.28480,0.04033
1,1406,1.00000,102.30360,0.04034
1,1407,1.00000,102.32230,0.04034
1,1408,1.00000,102.34110,0.04035
1,1409,1.00000,102.35980,0.04035
1,1410,1.00000,102.37850,0.04036
1,1411,1.00000,102.39720,0.04036
1,1412,1.00000,102.41600,0.04037
1,1413,1.00000,102.43470,0.04037
1,1414,1.00000,102.45340,0.04037
1,1415,1.00000,102.47210,0.04038
1,1416,1.00000,102.49080,0.04038
1,1417,1.00000,102.50950,0.04039
1,1418,1.00000,102.52820,0.04039
1,1419,1.00000,102.54690,0.04040
1,1420,1.00000,102.56550,0.04040
1,1421,1.00000,102.58420,0.04041
1,1422,1.00000,102.60290,0.04041
1,1423,1.00000,102.62150,0.04042
1,1424,1.00000,102.64020,0.04042
1,1425,1.00000,102.65880,0.04043
1,1426,1.00000,102.67750,0.04043
1,1427,1.00000,102.69610,0.04044
1,1428,1.00000,102.71480,0.04044
1,1429,1.00000,102.73340,0.04044
1,1430,1.00000,102.75200,0.04045
1,1431,1.00000,102.77060,0.04045
1,1432,1.00000,102.78930,0.04046
1,1433,1.00000,102.80790,0.04046
1,1434,1.00000,102.82650,0.04047
1,1435,1.00000,102.84510,0.04047
1,1436,1.00000,102.86370,0.04048
1,1437,1.00000,102.88230,0.04048
1,1438,1.00000,102.90090,0.04049
1,1439,1.00000,102.91950,0.04049
1,1440,1.00000,102.93800,0.04050
1,1441,1.00000,102.95660,0.04050
1,1442,1.00000,102.97520,0.04050
1,1443,1.00000,102.99380,0.04051
1,1444,1.00000,103.01230,0.04051
1,1445,1.00000,103.03090,0.04052
