sex,height_cm,l,m,s
2,70.50000,-0.38330,8.40710,0.09053
2,70.60000,-0.38330,8.42730,0.09052
2,70.70000,-0.38330,8.44740,0.09051
2,70.80000,-0.38330,8.46760,0.09050
2,70.90000,-0.38330,8.48770,0.09048
2,71.00000,-0.38330,8.50780,0.09047
2,71.10000,-0.38330,8.52780,0.09046
2,71.20000,-0.38330,8.54790,0.09045
2,71.30000,-0.38330,8.56790,0.09043
2,71.40000,-0.38330,8.58790,0.09042
2,71.50000,-0.38330,8.60780,0.09041
2,71.60000,-0.38330,8.62770,0.09040
2,71.70000,-0.38330,8.64760,0.09039
2,71.80000,-0.38330,8.66740,0.09037
2,71.90000,-0.38330,8.68720,0.09036
2,72.00000,-0.38330,8.70700,0.09035
2,72.10000,-0.38330,8.72670,0.09034
2,72.20000,-0.38330,8.74640,0.09032
2,72.30000,-0.38330,8.76610,0.09031
2,72.40000,-0.38330,8.78570,0.09030
2,72.50000,-0.38330,8.80530,0.09028
2,72.60000,-0.38330,8.82480,0.09027
2,72.70000,-0.38330,8.84430,0.09026
2,72.80000,-0.38330,8.86380,0.09025
2,72.90000,-0.38330,8.88310,0.09023
2,73.00000,-0.38330,8.90250,0.09022
2,73.10000,-0.38330,8.92170,0.09021
2,73.20000,-0.38330,8.94100,0.09020
2,73.30000,-0.38330,8.96010,0.09018
2,73.40000,-0.38330,8.97920,0.09017
2,73.50000,-0.38330,8.99830,0.09016
2,73.60000,-0.38330,9.01730,0.09014
2,73.70000,-0.38330,9.03630,0.09013
2,73.80000,-0.38330,9.05520,0.09012
2,73.90000,-0.38330,9.07400,0.09011
2,74.00000,-0.38330,9.09280,0.09009
2,74.10000,-0.38330,9.11160,0.09008
2,74.20000,-0.38330,9.13030,0.09007
2,74.30000,-0.38330,9.14900,0.09005
2,74.40000,-0.38330,9.16760,0.09004
2,74.50000,-0.38330,9.18620,0.09003
2,74.60000,-0.38330,9.20480,0.09001
2,74.70000,-0.38330,9.22330,0.09000
2,74.80000,-0.38330,9.24180,0.08999
2,74.90000,-0.38330,9.26020,0.08997
2,75.00000,-0.38330,9.27860,0.08996
2,75.10000,-0.38330,9.29700,0.08995
2,75.20000,-0.38330,9.31540,0.08993
2,75.30000,-0.38330,9.33370,0.08992
2,75.40000,-0.38330,9.35200,0.08991
2,75.50000,-0.38330,9.37030,0.08989
2,75.60000,-0.38330,9.38860,0.08988
2,75.70000,-0.38330,9.40690,0.08987
2,75.80000,-0.38330,9.42520,0.08985
2,75.90000,-0.38330,9.44350,0.08984
2,76.00000,-0.38330,9.46170,0.08983
2,76.10000,-0.38330,9.48000,0.08981
2,76.20000,-0.38330,9.49830,0.08980
2,76.30000,-0.38330,9.51660,0.08979
2,76.40000,-0.38330,9.53500,0.08977
2,76.50000,-0.38330,9.55330,0.08976
2,76.60000,-0.38330,9.57170,0.08975
2,76.70000,-0.38330,9.59010,0.08973
2,76.80000,-0.38330,9.60860,0.08972
2,76.90000,-0.38330,9.62710,0.08971
2,77.00000,-0.38330,9.64560,0.08969
2,77.10000,-0.38330,9.66420,0.08968
2,77.20000,-0.38330,9.68280,0.08966
2,77.30000,-0.38330,9.70150,0.08965
2,77.40000,-0.38330,9.72020,0.08964
2,77.50000,-0.38330,9.73900,0.08963
2,77.60000,-0.38330,9.75780,0.08961
2,77.70000,-0.38330,9.77670,0.08960
2,77.80000,-0.38330,9.79570,0.08959
2,77.90000,-0.38330,9.81470,0.08957
2,78.00000,-0.38330,9.83380,0.08956
2,78.10000,-0.38330,9.85300,0.08955
2,78.20000,-0.38330,9.87220,0.08953
2,78.30000,-0.38330,9.89150,0.08952
2,78.40000,-0.38330,9.91090,0.08951
2,78.50000,-0.38330,9.93030,0.08950
2,78.60000,-0.38330,9.94990,0.08948
2,78.70000,-0.38330,9.96950,0.08947
2,78.80000,-0.38330,9.98920,0.08946
2,78.90000,-0.38330,10.00900,0.08945
2,79.00000,-0.38330,10.02890,0.08943
2,79.10000,-0.38330,10.04890,0.08942
2,79.20000,-0.38330,10.06900,0.08941
2,79.30000,-0.38330,10.08910,0.08940
2,79.40000,-0.38330,10.10940,0.08939
2,79.50000,-0.38330,10.12980,0.08937
2,79.60000,-0.38330,10.15030,0.08936
2,79.70000,-0.38330,10.17090,0.08935
2,79.80000,-0.38330,10.19160,0.08934
2,79.90000,-0.38330,10.21230,0.08933
2,80.00000,-0.38330,10.23320,0.08932
2,80.10000,-0.38330,10.25420,0.08930
2,80.20000,-0.38330,10.27530,0.08929
2,80.30000,-0.38330,10.29650,0.08928
2,80.40000,-0.38330,10.31780,0.08927
2,80.50000,-0.38330,10.33930,0.08926
2,80.60000,-0.38330,10.36080,0.08925
2,80.70000,-0.38330,10.38240,0.08924
2,80.80000,-0.38330,10.40410,0.08923
2,80.90000,-0.38330,10.42580,0.08922
2,81.00000,-0.38330,10.44770,0.08921
2,81.10000,-0.38330,10.46970,0.08920
2,81.20000,-0.38330,10.49180,0.08919
2,81.30000,-0.38330,10.51400,0.08918
2,81.40000,-0.38330,10.53630,0.08917
2,81.50000,-0.38330,10.55860,0.08916
2,81.60000,-0.38330,10.58110,0.08915
2,81.70000,-0.38330,10.60370,0.08915
2,81.80000,-0.38330,10.62630,0.08914
2,81.90000,-0.38330,10.64910,0.08913
2,82.00000,-0.38330,10.67190,0.08912
2,82.10000,-0.38330,10.69480,0.08911
2,82.20000,-0.38330,10.71780,0.08910
2,82.30000,-0.38330,10.74100,0.08910
2,82.40000,-0.38330,10.76410,0.08909
2,82.50000,-0.38330,10.78740,0.08908
2,82.60000,-0.38330,10.81080,0.08907
2,82.70000,-0.38330,10.83430,0.08907
2,82.80000,-0.38330,10.85780,0.08906
2,82.90000,-0.38330,10.88140,0.08905
2,83.00000,-0.38330,10.90510,0.08905
2,83.10000,-0.38330,10.92890,0.08904
2,83.20000,-0.38330,10.95270,0.08903
2,83.30000,-0.38330,10.97670,0.08903
2,83.40000,-0.38330,11.00070,0.08902
2,83.50000,-0.38330,11.02480,0.08902
2,83.60000,-0.38330,11.04890,0.08901
2,83.70000,-0.38330,11.07310,0.08901
2,83.80000,-0.38330,11.09740,0.08900
2,83.90000,-0.38330,11.12180,0.08900
2,84.00000,-0.38330,11.14620,0.08899
2,84.10000,-0.38330,11.17070,0.08899
2,84.20000,-0.38330,11.19520,0.08899
2,84.30000,-0.38330,11.21980,0.08898
2,84.40000,-0.38330,11.24440,0.08898
2,84.50000,-0.38330,11.26910,0.08897
2,84.60000,-0.38330,11.29390,0.08897
2,84.70000,-0.38330,11.31870,0.08897
2,84.80000,-0.38330,11.34350,0.08897
2,84.90000,-0.38330,11.36840,0.08896
2,85.00000,-0.38330,11.39340,0.08896
2,85.10000,-0.38330,11.41830,0.08896
2,85.20000,-0.38330,11.44340,0.08896
2,85.30000,-0.38330,11.46840,0.08895
2,85.40000,-0.38330,11.49350,0.08895
2,85.50000,-0.38330,11.51860,0.08895
2,85.60000,-0.38330,11.54370,0.08895
2,85.70000,-0.38330,11.56890,0.08895
2,85.80000,-0.38330,11.59400,0.08895
2,85.90000,-0.38330,11.61920,0.08895
2,86.00000,-0.38330,11.64440,0.08895
2,86.10000,-0.38330,11.66960,0.08895
2,86.20000,-0.38330,11.69480,0.08895
2,86.30000,-0.38330,11.72010,0.08895
2,86.40000,-0.38330,11.74530,0.08895
2,86.50000,-0.38330,11.77050,0.08895
2,86.60000,-0.38330,11.79570,0.08895
2,86.70000,-0.38330,11.82090,0.08895
2,86.80000,-0.38330,11.84610,0.08895
2,86.90000,-0.38330,11.87130,0.08896
2,87.00000,-0.38330,11.89650,0.08896
2,87.10000,-0.38330,11.92170,0.08896
2,87.20000,-0.38330,11.94680,0.08896
2,87.30000,-0.38330,11.97200,0.08896
2,87.40000,-0.38330,11.99710,0.08897
2,87.50000,-0.38330,12.02230,0.08897
2,87.60000,-0.38330,12.04740,0.08897
2,87.70000,-0.38330,12.07250,0.08898
2,87.80000,-0.38330,12.09760,0.08898
2,87.90000,-0.38330,12.12270,0.08898
2,88.00000,-0.38330,12.14780,0.08899
2,88.10000,-0.38330,12.17280,0.08899
2,88.20000,-0.38330,12.19780,0.08900
2,88.30000,-0.38330,12.22290,0.08900
2,88.40000,-0.38330,12.24790,0.08901
2,88.50000,-0.38330,12.27290,0.08901
2,88.60000,-0.38330,12.29780,0.08902
2,88.70000,-0.38330,12.32280,0.08902
2,88.80000,-0.38330,12.34770,0.08903
2,88.90000,-0.38330,12.37270,0.08903
2,89.00000,-0.38330,12.39760,0.08904
2,89.10000,-0.38330,12.42250,0.08904
2,89.20000,-0.38330,12.44740,0.08905
2,89.30000,-0.38330,12.47230,0.08906
2,89.40000,-0.38330,12.49710,0.08906
2,89.50000,-0.38330,12.52200,0.08907
2,89.60000,-0.38330,12.54680,0.08908
2,89.70000,-0.38330,12.57170,0.08909
2,89.80000,-0.38330,12.59650,0.08909
2,89.90000,-0.38330,12.62130,0.08910
2,90.00000,-0.38330,12.64610,0.08911
2,90.10000,-0.38330,12.67090,0.08912
2,90.20000,-0.38330,12.69570,0.08912
2,90.30000,-0.38330,12.72050,0.08913
2,90.40000,-0.38330,12.74530,0.08914
2,90.50000,-0.38330,12.77000,0.08915
2,90.60000,-0.38330,12.79480,0.08916
2,90.70000,-0.38330,12.81960,0.08917
2,90.80000,-0.38330,12.84430,0.08918
2,90.90000,-0.38330,12.86910,0.08919
2,91.00000,-0.38330,12.89390,0.08920
2,91.10000,-0.38330,12.91860,0.08921
2,91.20000,-0.38330,12.94340,0.08922
2,91.30000,-0.38330,12.96810,0.08923
2,91.40000,-0.38330,12.99290,0.08924
2,91.50000,-0.38330,13.01770,0.08925
2,91.60000,-0.38330,13.04240,0.08926
2,91.70000,-0.38330,13.06720,0.08927
2,91.80000,-0.38330,13.09200,0.08928
2,91.90000,-0.38330,13.11670,0.08930
2,92.00000,-0.38330,13.14150,0.08931
2,92.10000,-0.38330,13.16630,0.08932
2,92.20000,-0.38330,13.19110,0.08933
2,92.30000,-0.38330,13.21580,0.08934
2,92.40000,-0.38330,13.24060,0.08936
2,92.50000,-0.38330,13.26540,0.08937
2,92.60000,-0.38330,13.29020,0.08938
2,92.70000,-0.38330,13.31510,0.08940
2,92.80000,-0.38330,13.33990,0.08941
2,92.90000,-0.38330,13.36470,0.08942
2,93.00000,-0.38330,13.38960,0.08944
2,93.10000,-0.38330,13.41450,0.08945
2,93.20000,-0.38330,13.43940,0.08947
2,93.30000,-0.38330,13.46430,0.08948
2,93.40000,-0.38330,13.48920,0.08949
2,93.50000,-0.38330,13.51420,0.08951
2,93.60000,-0.38330,13.53910,0.08952
2,93.70000,-0.38330,13.56410,0.08954
2,93.80000,-0.38330,13.58920,0.08955
2,93.90000,-0.38330,13.61420,0.08957
2,94.00000,-0.38330,13.63930,0.08959
2,94.10000,-0.38330,13.66440,0.08960
2,94.20000,-0.38330,13.68950,0.08962
2,94.30000,-0.38330,13.71460,0.08963
2,94.40000,-0.38330,13.73980,0.08965
2,94.50000,-0.38330,13.76500,0.08967
2,94.60000,-0.38330,13.79020,0.08968
2,94.70000,-0.38330,13.81550,0.08970
2,94.80000,-0.38330,13.84080,0.08972
2,94.90000,-0.38330,13.86610,0.08974
2,95.00000,-0.38330,13.89140,0.08975
2,95.10000,-0.38330,13.91680,0.08977
2,95.20000,-0.38330,13.94220,0.08979
2,95.30000,-0.38330,13.96760,0.08981
2,95.40000,-0.38330,13.99310,0.08983
2,95.50000,-0.38330,14.01860,0.08984
2,95.60000,-0.38330,14.04410,0.08986
2,95.70000,-0.38330,14.06970,0.08988
2,95.80000,-0.38330,14.09530,0.08990
2,95.90000,-0.38330,14.12090,0.08992
2,96.00000,-0.38330,14.14660,0.08994
2,96.10000,-0.38330,14.17240,0.08996
2,96.20000,-0.38330,14.19810,0.08998
2,96.30000,-0.38330,14.22390,0.09000
2,96.40000,-0.38330,14.24980,0.09002
2,96.50000,-0.38330,14.27570,0.09004
2,96.60000,-0.38330,14.30160,0.09006
2,96.70000,-0.38330,14.32760,0.09008
2,96.80000,-0.38330,14.35370,0.09010
2,96.90000,-0.38330,14.37980,0.09012
2,97.00000,-0.38330,14.40590,0.09015
2,97.10000,-0.38330,14.43210,0.09017
2,97.20000,-0.38330,14.45840,0.09019
2,97.30000,-0.38330,14.48480,0.09021
2,97.40000,-0.38330,14.51120,0.09023
2,97.50000,-0.38330,14.53760,0.09026
2,97.60000,-0.38330,14.56420,0.09028
2,97.70000,-0.38330,14.59080,0.09030
2,97.80000,-0.38330,14.61740,0.09033
2,97.90000,-0.38330,14.64420,0.09035
2,98.00000,-0.38330,14.67100,0.09037
2,98.10000,-0.38330,14.69790,0.09040
2,98.20000,-0.38330,14.72480,0.09042
2,98.30000,-0.38330,14.75190,0.09044
2,98.40000,-0.38330,14.77900,0.09047
2,98.50000,-0.38330,14.80620,0.09049
2,98.60000,-0.38330,14.83340,0.09052
2,98.70000,-0.38330,14.86080,0.09054
2,98.80000,-0.38330,14.88820,0.09057
2,98.90000,-0.38330,14.91570,0.09059
2,99.00000,-0.38330,14.94340,0.09062
2,99.10000,-0.38330,14.97110,0.09064
2,99.20000,-0.38330,14.99890,0.09067
2,99.30000,-0.38330,15.02670,0.09069
2,99.40000,-0.38330,15.05470,0.09072
2,99.50000,-0.38330,15.08280,0.09075
2,99.60000,-0.38330,15.11090,0.09077
2,99.70000,-0.38330,15.13920,0.09080
2,99.80000,-0.38330,15.16760,0.09083
2,99.90000,-0.38330,15.19600,0.09085
2,100.00000,-0.38330,15.22460,0.09088
2,100.10000,-0.38330,15.25320,0.09091
2,100.20000,-0.38330,15.28190,0.09093
2,100.30000,-0.38330,15.31080,0.09096
2,100.40000,-0.38330,15.33970,0.09099
2,100.50000,-0.38330,15.36870,0.09102
2,100.60000,-0.38330,15.39790,0.09105
2,100.70000,-0.38330,15.42710,0.09107
2,100.80000,-0.38330,15.45640,0.09110
2,100.90000,-0.38330,15.48580,0.09113
2,101.00000,-0.38330,15.51540,0.09116
2,101.10000,-0.38330,15.54500,0.09119
2,101.20000,-0.38330,15.57470,0.09122
2,101.30000,-0.38330,15.60460,0.09125
2,101.40000,-0.38330,15.63450,0.09128
2,101.50000,-0.38330,15.66460,0.09131
2,101.60000,-0.38330,15.69470,0.09133
2,101.70000,-0.38330,15.72500,0.09136
2,101.80000,-0.38330,15.75530,0.09139
2,101.90000,-0.38330,15.78580,0.09142
2,102.00000,-0.38330,15.81640,0.09146
2,102.10000,-0.38330,15.84700,0.09149
2,102.20000,-0.38330,15.87780,0.09152
2,102.30000,-0.38330,15.90870,0.09155
2,102.40000,-0.38330,15.93960,0.09158
2,102.50000,-0.38330,15.97070,0.09161
2,102.60000,-0.38330,16.00190,0.09164
2,102.70000,-0.38330,16.03320,0.09167
2,102.80000,-0.38330,16.06450,0.09170
2,102.90000,-0.38330,16.09600,0.09173
2,103.00000,-0.38330,16.12760,0.09177
2,103.10000,-0.38330,16.15930,0.09180
2,103.20000,-0.38330,16.19100,0.09183
2,103.30000,-0.38330,16.22290,0.09186
2,103.40000,-0.38330,16.25490,0.09190
2,103.50000,-0.38330,16.28700,0.09193
2,103.60000,-0.38330,16.31910,0.09196
2,103.70000,-0.38330,16.35140,0.09199
2,103.80000,-0.38330,16.38370,0.09203
2,103.90000,-0.38330,16.41620,0.09206
2,104.00000,-0.38330,16.44880,0.09209
2,104.10000,-0.38330,16.48140,0.09213
2,104.20000,-0.38330,16.51420,0.09216
2,104.30000,-0.38330,16.54700,0.09219
2,104.40000,-0.38330,16.58000,0.09223
2,104.50000,-0.38330,16.61310,0.09226
2,104.60000,-0.38330,16.64620,0.09229
2,104.70000,-0.38330,16.67950,0.09233
2,104.80000,-0.38330,16.71290,0.09236
2,104.90000,-0.38330,16.74640,0.09240
2,105.00000,-0.38330,16.78000,0.09243
2,105.10000,-0.38330,16.81370,0.09247
2,105.20000,-0.38330,16.84750,0.09250
2,105.30000,-0.38330,16.88140,0.09254
2,105.40000,-0.38330,16.91540,0.09257
2,105.50000,-0.38330,16.94960,0.09261
2,105.60000,-0.38330,16.98380,0.09264
2,105.70000,-0.38330,17.01820,0.09268
2,105.80000,-0.38330,17.05270,0.09271
2,105.90000,-0.38330,17.08730,0.09275
2,106.00000,-0.38330,17.12200,0.09278
2,106.10000,-0.38330,17.15690,0.09282
2,106.20000,-0.38330,17.19180,0.09286
2,106.30000,-0.38330,17.22690,0.09289
2,106.40000,-0.38330,17.26200,0.09293
2,106.50000,-0.38330,17.29730,0.09296
2,106.60000,-0.38330,17.33270,0.09300
2,106.70000,-0.38330,17.36830,0.09304
2,106.80000,-0.38330,17.40390,0.09307
2,106.90000,-0.38330,17.43970,0.09311
2,107.00000,-0.38330,17.47550,0.09315
2,107.10000,-0.38330,17.51150,0.09318
2,107.20000,-0.38330,17.54760,0.09322
2,107.30000,-0.38330,17.58390,0.09326
2,107.40000,-0.38330,17.62020,0.09329
2,107.50000,-0.38330,17.65670,0.09333
2,107.60000,-0.38330,17.69320,0.09337
2,107.70000,-0.38330,17.72990,0.09341
2,107.80000,-0.38330,17.76680,0.09344
2,107.90000,-0.38330,17.80370,0.09348
2,108.00000,-0.38330,17.84070,0.09352
2,108.10000,-0.38330,17.87790,0.09356
2,108.20000,-0.38330,17.91520,0.09359
2,108.30000,-0.38330,17.95260,0.09363
2,108.40000,-0.38330,17.99010,0.09367
2,108.50000,-0.38330,18.02770,0.09371
2,108.60000,-0.38330,18.06540,0.09375
2,108.70000,-0.38330,18.10330,0.09378
2,108.80000,-0.38330,18.14120,0.09382
2,108.90000,-0.38330,18.17920,0.09386
2,109.00000,-0.38330,18.21740,0.09390
2,109.10000,-0.38330,18.25560,0.09394
2,109.20000,-0.38330,18.29400,0.09397
2,109.30000,-0.38330,18.33240,0.09401
2,109.40000,-0.38330,18.37100,0.09405
2,109.50000,-0.38330,18.40960,0.09409
2,109.60000,-0.38330,18.44840,0.09413
2,109.70000,-0.38330,18.48720,0.09417
2,109.80000,-0.38330,18.52620,0.09421
2,109.90000,-0.38330,18.56520,0.09424
2,110.00000,-0.38330,18.60430,0.09428
2,110.10000,-0.38330,18.64360,0.09432
2,110.20000,-0.38330,18.68290,0.09436
2,110.30000,-0.38330,18.72230,0.09440
2,110.40000,-0.38330,18.76180,0.09444
2,110.50000,-0.38330,18.80150,0.09448
2,110.60000,-0.38330,18.84120,0.09452
2,110.70000,-0.38330,18.88090,0.09456
2,110.80000,-0.38330,18.92080,0.09460
2,110.90000,-0.38330,18.96080,0.09464
2,111.00000,-0.38330,19.00090,0.09467
2,111.10000,-0.38330,19.04100,0.09471
2,111.20000,-0.38330,19.08120,0.09475
2,111.30000,-0.38330,19.12150,0.09479
2,111.40000,-0.38330,19.16190,0.09483
2,111.50000,-0.38330,19.20240,0.09487
2,111.60000,-0.38330,19.24300,0.09491
2,111.70000,-0.38330,19.28360,0.09495
2,111.80000,-0.38330,19.32430,0.09499
2,111.90000,-0.38330,19.36510,0.09503
2,112.00000,-0.38330,19.40600,0.09507
2,112.10000,-0.38330,19.44700,0.09511
2,112.20000,-0.38330,19.48800,0.09515
2,112.30000,-0.38330,19.52910,0.09519
2,112.40000,-0.38330,19.57030,0.09523
2,112.50000,-0.38330,19.61160,0.09527
2,112.60000,-0.38330,19.65290,0.09531
2,112.70000,-0.38330,19.69430,0.09534
2,112.80000,-0.38330,19.73580,0.09538
2,112.90000,-0.38330,19.77740,0.09542
2,113.00000,-0.38330,19.81900,0.09546
2,113.10000,-0.38330,19.86070,0.09550
2,113.20000,-0.38330,19.90240,0.09554
2,113.30000,-0.38330,19.94420,0.09558
2,113.40000,-0.38330,19.98610,0.09562
2,113.50000,-0.38330,20.02800,0.09566
2,113.60000,-0.38330,20.07000,0.09570
2,113.70000,-0.38330,20.11200,0.09574
2,113.80000,-0.38330,20.15410,0.09578
2,113.90000,-0.38330,20.19630,0.09582
2,114.00000,-0.38330,20.23850,0.09586
2,114.10000,-0.38330,20.28070,0.09590
2,114.20000,-0.38330,20.32300,0.09594
2,114.30000,-0.38330,20.36530,0.09598
2,114.40000,-0.38330,20.40770,0.09602
2,114.50000,-0.38330,20.45020,0.09606
2,114.60000,-0.38330,20.49260,0.09610
2,114.70000,-0.38330,20.53510,0.09614
2,114.80000,-0.38330,20.57770,0.09618
2,114.90000,-0.38330,20.62030,0.09622
2,115.00000,-0.38330,20.66290,0.09626
2,115.10000,-0.38330,20.70560,0.09630
2,115.20000,-0.38330,20.74830,0.09634
2,115.30000,-0.38330,20.79100,0.09638
2,115.40000,-0.38330,20.83380,0.09642
2,115.50000,-0.38330,20.87660,0.09646
2,115.60000,-0.38330,20.91940,0.09650
2,115.70000,-0.38330,20.96220,0.09654
2,115.80000,-0.38330,21.00510,0.09658
2,115.90000,-0.38330,21.04800,0.09662
2,116.00000,-0.38330,21.09090,0.09666
2,116.10000,-0.38330,21.13390,0.09670
2,116.20000,-0.38330,21.17690,0.09674
2,116.30000,-0.38330,21.21990,0.09678
2,116.40000,-0.38330,21.26290,0.09682
2,116.50000,-0.38330,21.30590,0.09686
2,116.60000,-0.38330,21.34890,0.09691
2,116.70000,-0.38330,21.39200,0.09695
2,116.80000,-0.38330,21.43510,0.09699
2,116.90000,-0.38330,21.47820,0.09703
2,117.00000,-0.38330,21.52130,0.09707
2,117.10000,-0.38330,21.56440,0.09711
2,117.20000,-0.38330,21.60750,0.09715
2,117.30000,-0.38330,21.65070,0.09719
2,117.40000,-0.38330,21.69380,0.09723
2,117.50000,-0.38330,21.73700,0.09727
2,117.60000,-0.38330,21.78020,0.09731
2,117.70000,-0.38330,21.82330,0.09735
2,117.80000,-0.38330,21.86650,0.09739
2,117.90000,-0.38330,21.90970,0.09743
2,118.00000,-0.38330,21.95290,0.09747
2,118.10000,-0.38330,21.99610,0.09751
2,118.20000,-0.38330,22.03930,0.09755
2,118.30000,-0.38330,22.08250,0.09759
2,118.40000,-0.38330,22.12580,0.09763
2,118.50000,-0.38330,22.16900,0.09767
2,118.60000,-0.38330,22.21220,0.09771
2,118.70000,-0.38330,22.25540,0.09775
2,118.80000,-0.38330,22.29860,0.09780
2,118.90000,-0.38330,22.34190,0.09784
2,119.00000,-0.38330,22.38510,0.09788
2,119.10000,-0.38330,22.42830,0.09792
2,119.20000,-0.38330,22.47150,0.09796
2,119.30000,-0.38330,22.51480,0.09800
2,119.40000,-0.38330,22.55800,0.09804
2,119.50000,-0.38330,22.60120,0.09808
2,119.60000,-0.38330,22.64440,0.09812
2,119.70000,-0.38330,22.68770,0.09816
2,119.80000,-0.38330,22.73090,0.09820
2,119.90000,-0.38330,22.77410,0.09824
2,120.00000,-0.38330,22.81730,0.09828
