sex,age_days,l,m,s
1,729,-0.01340,12.14160,0.11423
1,730,-0.01360,12.14820,0.11425
1,731,-0.01370,12.15480,0.11427
1,732,-0.01390,12.16130,0.11429
1,733,-0.01410,12.16790,0.11431
1,734,-0.01430,12.17440,0.11433
1,735,-0.01440,12.18100,0.11435
1,736,-0.01460,12.18750,0.11437
1,737,-0.01480,12.19410,0.11439
1,738,-0.01500,12.20060,0.11440
1,739,-0.01510,12.20720,0.11442
1,740,-0.01530,12.21370,0.11444
1,741,-0.01550,12.22020,0.11446
1,742,-0.01560,12.22680,0.11448
1,743,-0.01580,12.23330,0.11450
1,744,-0.01600,12.23980,0.11452
1,745,-0.01620,12.24640,0.11454
1,746,-0.01630,12.25290,0.11456
1,747,-0.01650,12.25940,0.11458
1,748,-0.01670,12.26600,0.11460
1,749,-0.01680,12.27250,0.11462
1,750,-0.01700,12.27900,0.11464
1,751,-0.01720,12.28550,0.11465
1,752,-0.01740,12.29200,0.11467
1,753,-0.01750,12.29860,0.11469
1,754,-0.01770,12.30510,0.11471
1,755,-0.01790,12.31160,0.11473
1,756,-0.01800,12.31810,0.11475
1,757,-0.01820,12.32460,0.11477
1,758,-0.01840,12.33110,0.11479
1,759,-0.01850,12.33760,0.11481
1,760,-0.01870,12.34410,0.11483
1,761,-0.01890,12.35060,0.11485
1,762,-0.01910,12.35710,0.11487
1,763,-0.01920,12.36360,0.11489
1,764,-0.01940,12.37010,0.11491
1,765,-0.01960,12.37660,0.11493
1,766,-0.01970,12.38300,0.11495
1,767,-0.01990,12.38950,0.11497
1,768,-0.02010,12.39600,0.11498
1,769,-0.02020,12.40250,0.11500
1,770,-0.02040,12.40900,0.11502
1,771,-0.02060,12.41540,0.11504
1,772,-0.02070,12.42190,0.11506
1,773,-0.02090,12.42840,0.11508
1,774,-0.02110,12.43480,0.11510
1,775,-0.02120,12.44130,0.11512
1,776,-0.02140,12.44770,0.11514
1,777,-0.02160,12.45420,0.11516
1,778,-0.02170,12.46060,0.11518
1,779,-0.02190,12.46710,0.11520
1,780,-0.02210,12.47350,0.11522
1,781,-0.02220,12.48000,0.11524
1,782,-0.02240,12.48640,0.11526
1,783,-0.02260,12.49290,0.11528
1,784,-0.02270,12.49930,0.11530
1,785,-0.02290,12.50570,0.11532
1,786,-0.02310,12.51210,0.11534
1,787,-0.02320,12.51860,0.11536
1,788,-0.02340,12.52500,0.11538
1,789,-0.02360,12.53140,0.11540
1,790,-0.02370,12.53780,0.11542
1,791,-0.02390,12.54420,0.11544
1,792,-0.02410,12.55060,0.11545
1,793,-0.02420,12.55700,0.11547
1,794,-0.02440,12.56340,0.11549
1,795,-0.02460,12.56980,0.11551
1,796,-0.02470,12.57620,0.11553
1,797,-0.02490,12.58260,0.11555
1,798,-0.02500,12.58900,0.11557
1,799,-0.02520,12.59540,0.11559
1,800,-0.02540,12.60180,0.11561
1,801,-0.02550,12.60820,0.11563
1,802,-0.02570,12.61450,0.11565
1,803,-0.02590,12.62090,0.11567
1,804,-0.02600,12.62730,0.11569
1,805,-0.02620,12.63360,0.11571
1,806,-0.02640,12.64000,0.11573
1,807,-0.02650,12.64640,0.11575
1,808,-0.02670,12.65270,0.11577
1,809,-0.02680,12.65910,0.11579
1,810,-0.02700,12.66540,0.11581
1,811,-0.02720,12.67180,0.11583
1,812,-0.02730,12.67810,0.11585
1,813,-0.02750,12.68440,0.11587
1,814,-0.02770,12.69080,0.11589
1,815,-0.02780,12.69710,0.11591
1,816,-0.02800,12.70340,0.11593
1,817,-0.02810,12.70980,0.11595
1,818,-0.02830,12.71610,0.11597
1,819,-0.02850,12.72240,0.11599
1,820,-0.02860,12.72870,0.11601
1,821,-0.02880,12.73500,0.11602
1,822,-0.02890,12.74130,0.11604
1,823,-0.02910,12.74760,0.11606
1,824,-0.02930,12.75390,0.11608
1,825,-0.02940,12.76020,0.11610
1,826,-0.02960,12.76650,0.11612
1,827,-0.02970,12.77280,0.11614
1,828,-0.02990,12.77910,0.11616
1,829,-0.03010,12.78540,0.11618
1,830,-0.03020,12.79160,0.11620
1,831,-0.03040,12.79790,0.11622
1,832,-0.03050,12.80420,0.11624
1,833,-0.03070,12.81040,0.11626
1,834,-0.03090,12.81670,0.11628
1,835,-0.03100,12.82300,0.11630
1,836,-0.03120,12.82920,0.11632
1,837,-0.03130,12.83550,0.11634
1,838,-0.03150,12.84170,0.11636
1,839,-0.03170,12.84800,0.11638
1,840,-0.03180,12.85420,0.11640
1,841,-0.03200,12.86040,0.11642
1,842,-0.03210,12.86670,0.11644
1,843,-0.03230,12.87290,0.11646
1,844,-0.03240,12.87910,0.11647
1,845,-0.03260,12.88530,0.11649
1,846,-0.03280,12.89150,0.11651
1,847,-0.03290,12.89780,0.11653
1,848,-0.03310,12.90400,0.11655
1,849,-0.03320,12.91020,0.11657
1,850,-0.03340,12.91640,0.11659
1,851,-0.03360,12.92260,0.11661
1,852,-0.03370,12.92880,0.11663
1,853,-0.03390,12.93500,0.11665
1,854,-0.03400,12.94110,0.11667
1,855,-0.03420,12.94730,0.11669
1,856,-0.03430,12.95350,0.11671
1,857,-0.03450,12.95970,0.11673
1,858,-0.03460,12.96580,0.11675
1,859,-0.03480,12.97200,0.11677
1,860,-0.03500,12.97820,0.11679
1,861,-0.03510,12.98430,0.11681
1,862,-0.03530,12.99050,0.11683
1,863,-0.03540,12.99660,0.11684
1,864,-0.03560,13.00280,0.11686
1,865,-0.03570,13.00890,0.11688
1,866,-0.03590,13.01510,0.11690
1,867,-0.03610,13.02120,0.11692
1,868,-0.03620,13.02730,0.11694
1,869,-0.03640,13.03340,0.11696
1,870,-0.03650,13.03960,0.11698
1,871,-0.03670,13.04570,0.11700
1,872,-0.03680,13.05180,0.11702
1,873,-0.03700,13.05790,0.11704
1,874,-0.03710,13.06400,0.11706
1,875,-0.03730,13.07010,0.11708
1,876,-0.03740,13.07620,0.11710
1,877,-0.03760,13.08230,0.11712
1,878,-0.03780,13.08840,0.11713
1,879,-0.03790,13.09450,0.11715
1,880,-0.03810,13.10060,0.11717
1,881,-0.03820,13.10670,0.11719
1,882,-0.03840,13.11270,0.11721
1,883,-0.03850,13.11880,0.11723
1,884,-0.03870,13.12490,0.11725
1,885,-0.03880,13.13100,0.11727
1,886,-0.03900,13.13700,0.11729
1,887,-0.03910,13.14310,0.11731
1,888,-0.03930,13.14910,0.11733
1,889,-0.03940,13.15520,0.11735
1,890,-0.03960,13.16120,0.11737
1,891,-0.03970,13.16730,0.11739
1,892,-0.03990,13.17330,0.11740
1,893,-0.04010,13.17930,0.11742
1,894,-0.04020,13.18540,0.11744
1,895,-0.04040,13.19140,0.11746
1,896,-0.04050,13.19740,0.11748
1,897,-0.04070,13.20340,0.11750
1,898,-0.04080,13.20950,0.11752
1,899,-0.04100,13.21550,0.11754
1,900,-0.04110,13.22150,0.11756
1,901,-0.04130,13.22750,0.11758
1,902,-0.04140,13.23350,0.11760
1,903,-0.04160,13.23950,0.11762
1,904,-0.04170,13.24550,0.11763
1,905,-0.04190,13.25150,0.11765
1,906,-0.04200,13.25750,0.11767
1,907,-0.04220,13.26340,0.11769
1,908,-0.04230,13.26940,0.11771
1,909,-0.04250,13.27540,0.11773
1,910,-0.04260,13.28140,0.11775
1,911,-0.04280,13.28730,0.11777
1,912,-0.04290,13.29330,0.11779
1,913,-0.04310,13.29930,0.11781
1,914,-0.04320,13.30520,0.11783
1,915,-0.04340,13.31120,0.11785
1,916,-0.04350,13.31710,0.11786
1,917,-0.04370,13.32310,0.11788
1,918,-0.04380,13.32900,0.11790
1,919,-0.04400,13.33500,0.11792
1,920,-0.04410,13.34090,0.11794
1,921,-0.04430,13.34680,0.11796
1,922,-0.04440,13.35280,0.11798
1,923,-0.04460,13.35870,0.11800
1,924,-0.04470,13.36460,0.11802
1,925,-0.04490,13.37050,0.11804
1,926,-0.04500,13.37650,0.11805
1,927,-0.04520,13.38240,0.11807
1,928,-0.04530,13.38830,0.11809
1,929,-0.04550,13.39420,0.11811
1,930,-0.04560,13.40010,0.11813
1,931,-0.04580,13.40600,0.11815
1,932,-0.04590,13.41190,0.11817
1,933,-0.04610,13.41780,0.11819
1,934,-0.04620,13.42370,0.11821
1,935,-0.04640,13.42960,0.11823
1,936,-0.04650,13.43540,0.11825
1,937,-0.04660,13.44130,0.11826
1,938,-0.04680,13.44720,0.11828
1,939,-0.04690,13.45310,0.11830
1,940,-0.04710,13.45890,0.11832
1,941,-0.04720,13.46480,0.11834
1,942,-0.04740,13.47070,0.11836
1,943,-0.04750,13.47650,0.11838
1,944,-0.04770,13.48240,0.11840
1,945,-0.04780,13.48830,0.11842
1,946,-0.04800,13.49410,0.11843
1,947,-0.04810,13.50000,0.11845
1,948,-0.04830,13.50580,0.11847
1,949,-0.04840,13.51160,0.11849
1,950,-0.04860,13.51750,0.11851
1,951,-0.04870,13.52330,0.11853
1,952,-0.04890,13.52910,0.11855
1,953,-0.04900,13.53500,0.11857
1,954,-0.04910,13.54080,0.11859
1,955,-0.04930,13.54660,0.11860
1,956,-0.04940,13.55240,0.11862
1,957,-0.04960,13.55830,0.11864
1,958,-0.04970,13.56410,0.11866
1,959,-0.04990,13.56990,0.11868
1,960,-0.05000,13.57570,0.11870
1,961,-0.05020,13.58150,0.11872
1,962,-0.05030,13.58730,0.11874
1,963,-0.05050,13.59310,0.11876
1,964,-0.05060,13.59890,0.11877
1,965,-0.05070,13.60470,0.11879
1,966,-0.05090,13.61050,0.11881
1,967,-0.05100,13.61630,0.11883
1,968,-0.05120,13.62200,0.11885
1,969,-0.05130,13.62780,0.11887
1,970,-0.05150,13.63360,0.11889
1,971,-0.05160,13.63940,0.11891
1,972,-0.05180,13.64520,0.11892
1,973,-0.05190,13.65090,0.11894
1,974,-0.05200,13.65670,0.11896
1,975,-0.05220,13.66250,0.11898
1,976,-0.05230,13.66820,0.11900
1,977,-0.05250,13.67400,0.11902
1,978,-0.05260,13.67970,0.11904
1,979,-0.05280,13.68550,0.11906
1,980,-0.05290,13.69120,0.11907
1,981,-0.05300,13.69700,0.11909
1,982,-0.05320,13.70270,0.11911
1,983,-0.05330,13.70850,0.11913
1,984,-0.05350,13.71420,0.11915
1,985,-0.05360,13.71990,0.11917
1,986,-0.05380,13.72570,0.11919
1,987,-0.05390,13.73140,0.11920
1,988,-0.05400,13.73710,0.11922
1,989,-0.05420,13.74290,0.11924
1,990,-0.05430,13.74860,0.11926
1,991,-0.05450,13.75430,0.11928
1,992,-0.05460,13.76000,0.11930
1,993,-0.05480,13.76570,0.11932
1,994,-0.05490,13.77150,0.11933
1,995,-0.05500,13.77720,0.11935
1,996,-0.05520,13.78290,0.11937
1,997,-0.05530,13.78860,0.11939
1,998,-0.05550,13.79430,0.11941
1,999,-0.05560,13.80000,0.11943
1,1000,-0.05580,13.80570,0.11945
1,1001,-0.05590,13.81140,0.11946
1,1002,-0.05600,13.81710,0.11948
1,1003,-0.05620,13.82280,0.11950
1,1004,-0.05630,13.82850,0.11952
1,1005,-0.05650,13.83410,0.11954
1,1006,-0.05660,13.83980,0.11956
1,1007,-0.05670,13.84550,0.11957
1,1008,-0.05690,13.85120,0.11959
1,1009,-0.05700,13.85690,0.11961
1,1010,-0.05720,13.86250,0.11963
1,1011,-0.05730,13.86820,0.11965
1,1012,-0.05740,13.87390,0.11967
1,1013,-0.05760,13.87960,0.11968
1,1014,-0.05770,13.88520,0.11970
1,1015,-0.05790,13.89090,0.11972
1,1016,-0.05800,13.89660,0.11974
1,1017,-0.05810,13.90220,0.11976
1,1018,-0.05830,13.90790,0.11978
1,1019,-0.05840,13.91350,0.11979
1,1020,-0.05860,13.91920,0.11981
1,1021,-0.05870,13.92480,0.11983
1,1022,-0.05880,13.93050,0.11985
1,1023,-0.05900,13.93610,0.11987
1,1024,-0.05910,13.94180,0.11988
1,1025,-0.05930,13.94740,0.11990
1,1026,-0.05940,13.95310,0.11992
1,1027,-0.05950,13.95870,0.11994
1,1028,-0.05970,13.96440,0.11996
1,1029,-0.05980,13.97000,0.11998
1,1030,-0.06000,13.97560,0.11999
1,1031,-0.06010,13.98130,0.12001
1,1032,-0.06020,13.98690,0.12003
1,1033,-0.06040,13.99250,0.12005
1,1034,-0.06050,13.99820,0.12007
1,1035,-0.06070,14.00380,0.12008
1,1036,-0.06080,14.00940,0.12010
1,1037,-0.06090,14.01500,0.12012
1,1038,-0.06110,14.02070,0.12014
1,1039,-0.06120,14.02630,0.12016
1,1040,-0.06130,14.03190,0.12017
1,1041,-0.06150,14.03750,0.12019
1,1042,-0.06160,14.04310,0.12021
1,1043,-0.06180,14.04880,0.12023
1,1044,-0.06190,14.05440,0.12025
1,1045,-0.06200,14.06000,0.12026
1,1046,-0.06220,14.06560,0.12028
1,1047,-0.06230,14.07120,0.12030
1,1048,-0.06240,14.07680,0.12032
1,1049,-0.06260,14.08240,0.12033
1,1050,-0.06270,14.08800,0.12035
1,1051,-0.06290,14.09360,0.12037
1,1052,-0.06300,14.09920,0.12039
1,1053,-0.06310,14.10480,0.12041
1,1054,-0.06330,14.11040,0.12042
1,1055,-0.06340,14.11600,0.12044
1,1056,-0.06350,14.12160,0.12046
1,1057,-0.06370,14.12720,0.12048
1,1058,-0.06380,14.13280,0.12050
1,1059,-0.06390,14.13840,0.12051
1,1060,-0.06410,14.14400,0.12053
1,1061,-0.06420,14.14950,0.12055
1,1062,-0.06440,14.15510,0.12057
1,1063,-0.06450,14.16070,0.12058
1,1064,-0.06460,14.16630,0.12060
1,1065,-0.06480,14.17190,0.12062
1,1066,-0.06490,14.17750,0.12064
1,1067,-0.06500,14.18300,0.12065
1,1068,-0.06520,14.18860,0.12067
1,1069,-0.06530,14.19420,0.12069
1,1070,-0.06540,14.19980,0.12071
1,1071,-0.06560,14.20530,0.12073
1,1072,-0.06570,14.21090,0.12074
1,1073,-0.06580,14.21650,0.12076
1,1074,-0.06600,14.22210,0.12078
1,1075,-0.06610,14.22760,0.12080
1,1076,-0.06630,14.23320,0.12081
1,1077,-0.06640,14.23880,0.12083
1,1078,-0.06650,14.24430,0.12085
1,1079,-0.06670,14.24990,0.12087
1,1080,-0.06680,14.25540,0.12088
1,1081,-0.06690,14.26100,0.12090
1,1082,-0.06710,14.26660,0.12092
1,1083,-0.06720,14.27210,0.12094
1,1084,-0.06730,14.27770,0.12095
1,1085,-0.06750,14.28320,0.12097
1,1086,-0.06760,14.28880,0.12099
1,1087,-0.06770,14.29440,0.12101
1,1088,-0.06790,14.29990,0.12102
1,1089,-0.06800,14.30550,0.12104
1,1090,-0.06810,14.31100,0.12106
1,1091,-0.06830,14.31660,0.12108
1,1092,-0.06840,14.32210,0.12109
1,1093,-0.06850,14.32770,0.12111
1,1094,-0.06870,14.33320,0.12113
1,1095,-0.06880,14.33870,0.12115
1,1096,-0.06890,14.34430,0.12116
1,1097,-0.06910,14.34980,0.12118
1,1098,-0.06920,14.35540,0.12120
1,1099,-0.06930,14.36090,0.12121
1,1100,-0.06950,14.36650,0.12123
1,1101,-0.06960,14.37200,0.12125
1,1102,-0.06970,14.37750,0.12127
1,1103,-0.06990,14.38310,0.12128
1,1104,-0.07000,14.38860,0.12130
1,1105,-0.07010,14.39420,0.12132
1,1106,-0.07030,14.39970,0.12134
1,1107,-0.07040,14.40520,0.12135
1,1108,-0.07050,14.41080,0.12137
1,1109,-0.07070,14.41630,0.12139
1,1110,-0.07080,14.42180,0.12141
1,1111,-0.07090,14.42740,0.12142
1,1112,-0.07110,14.43290,0.12144
1,1113,-0.07120,14.43840,0.12146
1,1114,-0.07130,14.44390,0.12147
1,1115,-0.07150,14.44950,0.12149
1,1116,-0.07160,14.45500,0.12151
1,1117,-0.07170,14.46050,0.12153
1,1118,-0.07180,14.46610,0.12154
1,1119,-0.07200,14.47160,0.12156
1,1120,-0.07210,14.47710,0.12158
1,1121,-0.07220,14.48260,0.12159
1,1122,-0.07240,14.48810,0.12161
1,1123,-0.07250,14.49370,0.12163
1,1124,-0.07260,14.49920,0.12165
1,1125,-0.07280,14.50470,0.12166
1,1126,-0.07290,14.51020,0.12168
1,1127,-0.07300,14.51580,0.12170
1,1128,-0.07320,14.52130,0.12171
1,1129,-0.07330,14.52680,0.12173
1,1130,-0.07340,14.53230,0.12175
1,1131,-0.07360,14.53780,0.12177
1,1132,-0.07370,14.54330,0.12178
1,1133,-0.07380,14.54890,0.12180
1,1134,-0.07390,14.55440,0.12182
1,1135,-0.07410,14.55990,0.12183
1,1136,-0.07420,14.56540,0.12185
1,1137,-0.07430,14.57090,0.12187
1,1138,-0.07450,14.57640,0.12189
1,1139,-0.07460,14.58190,0.12190
1,1140,-0.07470,14.58750,0.12192
1,1141,-0.07490,14.59300,0.12194
1,1142,-0.07500,14.59850,0.12195
1,1143,-0.07510,14.60400,0.12197
1,1144,-0.07520,14.60950,0.12199
1,1145,-0.07540,14.61500,0.12200
1,1146,-0.07550,14.62050,0.12202
1,1147,-0.07560,14.62600,0.12204
1,1148,-0.07580,14.63150,0.12206
1,1149,-0.07590,14.63710,0.12207
1,1150,-0.07600,14.64260,0.12209
1,1151,-0.07620,14.64810,0.12211
1,1152,-0.07630,14.65360,0.12212
1,1153,-0.07640,14.65910,0.12214
1,1154,-0.07650,14.66460,0.12216
1,1155,-0.07670,14.67010,0.12217
1,1156,-0.07680,14.67560,0.12219
1,1157,-0.07690,14.68110,0.12221
1,1158,-0.07710,14.68660,0.12222
1,1159,-0.07720,14.69210,0.12224
1,1160,-0.07730,14.69760,0.12226
1,1161,-0.07740,14.70320,0.12228
1,1162,-0.07760,14.70870,0.12229
1,1163,-0.07770,14.71420,0.12231
1,1164,-0.07780,14.71970,0.12233
1,1165,-0.07800,14.72520,0.12234
1,1166,-0.07810,14.73070,0.12236
1,1167,-0.07820,14.73620,0.12238
1,1168,-0.07830,14.74170,0.12239
1,1169,-0.07850,14.74720,0.12241
1,1170,-0.07860,14.75270,0.12243
1,1171,-0.07870,14.75820,0.12244
1,1172,-0.07880,14.76370,0.12246
1,1173,-0.07900,14.76920,0.12248
1,1174,-0.07910,14.77470,0.12249
1,1175,-0.07920,14.78020,0.12251
1,1176,-0.07940,14.78570,0.12253
1,1177,-0.07950,14.79120,0.12254
1,1178,-0.07960,14.79670,0.12256
1,1179,-0.07970,14.80220,0.12258
1,1180,-0.07990,14.80770,0.12259
1,1181,-0.08000,14.81320,0.12261
1,1182,-0.08010,14.81870,0.12263
1,1183,-0.08020,14.82420,0.12265
1,1184,-0.08040,14.82970,0.12266
1,1185,-0.08050,14.83520,0.12268
1,1186,-0.08060,14.84070,0.12270
1,1187,-0.08080,14.84620,0.12271
1,1188,-0.08090,14.85170,0.12273
1,1189,-0.08100,14.85720,0.12275
1,1190,-0.08110,14.86270,0.12276
1,1191,-0.08130,14.86820,0.12278
1,1192,-0.08140,14.87370,0.12280
1,1193,-0.08150,14.87920,0.12281
1,1194,-0.08160,14.88470,0.12283
1,1195,-0.08180,14.89020,0.12285
1,1196,-0.08190,14.89570,0.12286
1,1197,-0.08200,14.90120,0.12288
1,1198,-0.08210,14.90670,0.12290
1,1199,-0.08230,14.91220,0.12291
1,1200,-0.08240,14.91770,0.12293
1,1201,-0.08250,14.92320,0.12295
1,1202,-0.08260,14.92870,0.12296
1,1203,-0.08280,14.93420,0.12298
1,1204,-0.08290,14.93970,0.12300
1,1205,-0.08300,14.94520,0.12301
1,1206,-0.08310,14.95070,0.12303
1,1207,-0.08330,14.95620,0.12305
1,1208,-0.08340,14.96170,0.12306
1,1209,-0.08350,14.96720,0.12308
1,1210,-0.08360,14.97270,0.12310
1,1211,-0.08380,14.97820,0.12311
1,1212,-0.08390,14.98370,0.12313
1,1213,-0.08400,14.98920,0.12315
1,1214,-0.08410,14.99470,0.12316
1,1215,-0.08430,15.00020,0.12318
1,1216,-0.08440,15.00570,0.12320
1,1217,-0.08450,15.01120,0.12321
1,1218,-0.08460,15.01670,0.12323
1,1219,-0.08480,15.02220,0.12325
1,1220,-0.08490,15.02770,0.12326
1,1221,-0.08500,15.03320,0.12328
1,1222,-0.08510,15.03870,0.12330
1,1223,-0.08530,15.04420,0.12331
1,1224,-0.08540,15.04970,0.12333
1,1225,-0.08550,15.05520,0.12335
1,1226,-0.08560,15.06070,0.12336
1,1227,-0.08580,15.06620,0.12338
1,1228,-0.08590,15.07170,0.12340
1,1229,-0.08600,15.07720,0.12342
1,1230,-0.08610,15.08270,0.12343
1,1231,-0.08630,15.08820,0.12345
1,1232,-0.08640,15.09370,0.12347
1,1233,-0.08650,15.09920,0.12348
1,1234,-0.08660,15.10470,0.12350
1,1235,-0.08680,15.11020,0.12352
1,1236,-0.08690,15.11570,0.12353
1,1237,-0.08700,15.12120,0.12355
1,1238,-0.08710,15.12670,0.12357
1,1239,-0.08720,15.13220,0.12358
1,1240,-0.08740,15.13770,0.12360
1,1241,-0.08750,15.14320,0.12362
1,1242,-0.08760,15.14870,0.12363
1,1243,-0.08770,15.15420,0.12365
1,1244,-0.08790,15.15960,0.12367
1,1245,-0.08800,15.16510,0.12368
1,1246,-0.08810,15.17060,0.12370
1,1247,-0.08820,15.17610,0.12372
1,1248,-0.08830,15.18160,0.12373
1,1249,-0.08850,15.18710,0.12375
1,1250,-0.08860,15.19260,0.12377
1,1251,-0.08870,15.19810,0.12379
1,1252,-0.08880,15.20360,0.12380
1,1253,-0.08900,15.20910,0.12382
1,1254,-0.08910,15.21460,0.12384
1,1255,-0.08920,15.22010,0.12385
1,1256,-0.08930,15.22560,0.12387
1,1257,-0.08940,15.23110,0.12389
1,1258,-0.08960,15.23660,0.12390
1,1259,-0.08970,15.24210,0.12392
1,1260,-0.08980,15.24760,0.12394
1,1261,-0.08990,15.25310,0.12395
1,1262,-0.09010,15.25860,0.12397
1,1263,-0.09020,15.26410,0.12399
1,1264,-0.09030,15.26960,0.12401
1,1265,-0.09040,15.27510,0.12402
1,1266,-0.09050,15.28060,0.12404
1,1267,-0.09070,15.28610,0.12406
1,1268,-0.09080,15.29160,0.12407
1,1269,-0.09090,15.29710,0.12409
1,1270,-0.09100,15.30260,0.12411
1,1271,-0.09120,15.30810,0.12412
1,1272,-0.09130,15.31350,0.12414
1,1273,-0.09140,15.31900,0.12416
1,1274,-0.09150,15.32450,0.12418
1,1275,-0.09160,15.33000,0.12419
1,1276,-0.09180,15.33550,0.12421
1,1277,-0.09190,15.34100,0.12423
1,1278,-0.09200,15.34650,0.12424
1,1279,-0.09210,15.35200,0.12426
1,1280,-0.09220,15.35750,0.12428
1,1281,-0.09240,15.36300,0.12430
1,1282,-0.09250,15.36850,0.12431
1,1283,-0.09260,15.37400,0.12433
1,1284,-0.09270,15.37950,0.12435
1,1285,-0.09280,15.38500,0.12436
1,1286,-0.09300,15.39050,0.12438
1,1287,-0.09310,15.39600,0.12440
1,1288,-0.09320,15.40150,0.12442
1,1289,-0.09330,15.40700,0.12443
1,1290,-0.09340,15.41250,0.12445
1,1291,-0.09360,15.41790,0.12447
1,1292,-0.09370,15.42340,0.12448
1,1293,-0.09380,15.42890,0.12450
1,1294,-0.09390,15.43440,0.12452
1,1295,-0.09400,15.43990,0.12454
1,1296,-0.09420,15.44540,0.12455
1,1297,-0.09430,15.45090,0.12457
1,1298,-0.09440,15.45640,0.12459
1,1299,-0.09450,15.46190,0.12461
1,1300,-0.09460,15.46740,0.12462
1,1301,-0.09480,15.47290,0.12464
1,1302,-0.09490,15.47840,0.12466
1,1303,-0.09500,15.48390,0.12467
1,1304,-0.09510,15.48940,0.12469
1,1305,-0.09520,15.49480,0.12471
1,1306,-0.09540,15.50030,0.12473
1,1307,-0.09550,15.50580,0.12474
1,1308,-0.09560,15.51130,0.12476
1,1309,-0.09570,15.51680,0.12478
1,1310,-0.09580,15.52230,0.12480
1,1311,-0.09590,15.52780,0.12481
1,1312,-0.09610,15.53330,0.12483
1,1313,-0.09620,15.53880,0.12485
1,1314,-0.09630,15.54430,0.12487
1,1315,-0.09640,15.54980,0.12488
1,1316,-0.09650,15.55520,0.12490
1,1317,-0.09670,15.56070,0.12492
1,1318,-0.09680,15.56620,0.12494
1,1319,-0.09690,15.57170,0.12495
1,1320,-0.09700,15.57720,0.12497
1,1321,-0.09710,15.58270,0.12499
1,1322,-0.09720,15.58820,0.12501
1,1323,-0.09740,15.59370,0.12502
1,1324,-0.09750,15.59920,0.12504
1,1325,-0.09760,15.60470,0.12506
1,1326,-0.09770,15.61010,0.12508
1,1327,-0.09780,15.61560,0.12510
1,1328,-0.09800,15.62110,0.12511
1,1329,-0.09810,15.62660,0.12513
1,1330,-0.09820,15.63210,0.12515
1,1331,-0.09830,15.63760,0.12517
1,1332,-0.09840,15.64310,0.12518
1,1333,-0.09850,15.64860,0.12520
1,1334,-0.09870,15.65400,0.12522
1,1335,-0.09880,15.65950,0.12524
1,1336,-0.09890,15.66500,0.12526
1,1337,-0.09900,15.67050,0.12527
1,1338,-0.09910,15.67600,0.12529
1,1339,-0.09920,15.68150,0.12531
1,1340,-0.09940,15.68700,0.12533
1,1341,-0.09950,15.69240,0.12534
1,1342,-0.09960,15.69790,0.12536
1,1343,-0.09970,15.70340,0.12538
1,1344,-0.09980,15.70890,0.12540
1,1345,-0.09990,15.71440,0.12542
1,1346,-0.10010,15.71990,0.12543
1,1347,-0.10020,15.72530,0.12545
1,1348,-0.10030,15.73080,0.12547
1,1349,-0.10040,15.73630,0.12549
1,1350,-0.10050,15.74180,0.12551
1,1351,-0.10060,15.74730,0.12552
1,1352,-0.10080,15.75280,0.12554
1,1353,-0.10090,15.75820,0.12556
1,1354,-0.10100,15.76370,0.12558
1,1355,-0.10110,15.76920,0.12560
1,1356,-0.10120,15.77470,0.12561
1,1357,-0.10130,15.78020,0.12563
1,1358,-0.10150,15.78560,0.12565
1,1359,-0.10160,15.79110,0.12567
1,1360,-0.10170,15.79660,0.12569
1,1361,-0.10180,15.80210,0.12570
1,1362,-0.10190,15.80760,0.12572
1,1363,-0.10200,15.81300,0.12574
1,1364,-0.10220,15.81850,0.12576
1,1365,-0.10230,15.82400,0.12578
1,1366,-0.10240,15.82950,0.12580
1,1367,-0.10250,15.83500,0.12581
1,1368,-0.10260,15.84040,0.12583
1,1369,-0.10270,15.84590,0.12585
1,1370,-0.10280,15.85140,0.12587
1,1371,-0.10300,15.85690,0.12589
1,1372,-0.10310,15.86230,0.12591
1,1373,-0.10320,15.86780,0.12592
1,1374,-0.10330,15.87330,0.12594
1,1375,-0.10340,15.87880,0.12596
1,1376,-0.10350,15.88420,0.12598
1,1377,-0.10370,15.88970,0.12600
1,1378,-0.10380,15.89520,0.12602
1,1379,-0.10390,15.90070,0.12603
1,1380,-0.10400,15.90610,0.12605
1,1381,-0.10410,15.91160,0.12607
1,1382,-0.10420,15.91710,0.12609
1,1383,-0.10430,15.92260,0.12611
1,1384,-0.10450,15.92800,0.12613
1,1385,-0.10460,15.93350,0.12615
1,1386,-0.10470,15.93900,0.12616
1,1387,-0.10480,15.94450,0.12618
1,1388,-0.10490,15.94990,0.12620
1,1389,-0.10500,15.95540,0.12622
1,1390,-0.10510,15.96090,0.12624
1,1391,-0.10530,15.96640,0.12626
1,1392,-0.10540,15.97180,0.12627
1,1393,-0.10550,15.97730,0.12629
1,1394,-0.10560,15.98280,0.12631
1,1395,-0.10570,15.98820,0.12633
1,1396,-0.10580,15.99370,0.12635
1,1397,-0.10590,15.99920,0.12637
1,1398,-0.10610,16.00470,0.12639
1,1399,-0.10620,16.01010,0.12641
1,1400,-0.10630,16.01560,0.12642
1,1401,-0.10640,16.02110,0.12644
1,1402,-0.10650,16.02650,0.12646
1,1403,-0.10660,16.03200,0.12648
1,1404,-0.10670,16.03750,0.12650
1,1405,-0.10680,16.04300,0.12652
1,1406,-0.10700,16.04840,0.12654
