sex,length_cm,l,m,s
1,105.60000,-0.35210,16.81390,0.08487
1,105.70000,-0.35210,16.84540,0.08493
1,105.80000,-0.35210,16.87690,0.08498
1,105.90000,-0.35210,16.90840,0.08504
1,106.00000,-0.35210,16.94010,0.08510
1,106.10000,-0.35210,16.97180,0.08516
1,106.20000,-0.35210,17.00360,0.08521
1,106.30000,-0.35210,17.03550,0.08527
1,106.40000,-0.35210,17.06740,0.08533
1,106.50000,-0.35210,17.09950,0.08539
1,106.60000,-0.35210,17.13160,0.08545
1,106.70000,-0.35210,17.16370,0.08551
1,106.80000,-0.35210,17.19600,0.08557
1,106.90000,-0.35210,17.22830,0.08562
1,107.00000,-0.35210,17.26070,0.08568
1,107.10000,-0.35210,17.29310,0.08574
1,107.20000,-0.35210,17.32560,0.08580
1,107.30000,-0.35210,17.35820,0.08586
1,107.40000,-0.35210,17.39090,0.08592
1,107.50000,-0.35210,17.42370,0.08599
1,107.60000,-0.35210,17.45650,0.08605
1,107.70000,-0.35210,17.48940,0.08611
1,107.80000,-0.35210,17.52240,0.08617
1,107.90000,-0.35210,17.55540,0.08623
1,108.00000,-0.35210,17.58850,0.08629
1,108.10000,-0.35210,17.62170,0.08635
1,108.20000,-0.35210,17.65500,0.08641
1,108.30000,-0.35210,17.68840,0.08648
1,108.40000,-0.35210,17.72180,0.08654
1,108.50000,-0.35210,17.75530,0.08660
1,108.60000,-0.35210,17.78890,0.08666
1,108.70000,-0.35210,17.82260,0.08673
1,108.80000,-0.35210,17.85640,0.08679
1,108.90000,-0.35210,17.89030,0.08685
1,109.00000,-0.35210,17.92420,0.08691
1,109.10000,-0.35210,17.95830,0.08698
1,109.20000,-0.35210,17.99240,0.08704
1,109.30000,-0.35210,18.02670,0.08710
1,109.40000,-0.35210,18.06100,0.08717
1,109.50000,-0.35210,18.09540,0.08723
1,109.60000,-0.35210,18.12990,0.08730
1,109.70000,-0.35210,18.16450,0.08736
1,109.80000,-0.35210,18.19920,0.08742
1,109.90000,-0.35210,18.23400,0.08749
1,110.00000,-0.35210,18.26890,0.08755
2,45.00000,-0.38330,2.46070,0.09029
2,45.10000,-0.38330,2.47770,0.09030
2,45.20000,-0.38330,2.49470,0.09030
2,45.30000,-0.38330,2.51170,0.09031
2,45.40000,-0.38330,2.52870,0.09032
2,45.50000,-0.38330,2.54570,0.09033
2,45.60000,-0.38330,2.56270,0.09033
2,45.70000,-0.38330,2.57970,0.09034
2,45.80000,-0.38330,2.59670,0.09035
2,45.90000,-0.38330,2.61370,0.09036
2,46.00000,-0.38330,2.63060,0.09037
2,46.10000,-0.38330,2.64760,0.09037
2,46.20000,-0.38330,2.66460,0.09038
2,46.30000,-0.38330,2.68160,0.09039
2,46.40000,-0.38330,2.69860,0.09040
2,46.50000,-0.38330,2.71550,0.09040
2,46.60000,-0.38330,2.73260,0.09041
2,46.70000,-0.38330,2.74960,0.09042
2,46.80000,-0.38330,2.76660,0.09043
2,46.90000,-0.38330,2.78370,0.09044
2,47.00000,-0.38330,2.80070,0.09044
2,47.10000,-0.38330,2.81790,0.09045
2,47.20000,-0.38330,2.83500,0.09046
2,47.30000,-0.38330,2.85220,0.09047
2,47.40000,-0.38330,2.86940,0.09047
2,47.50000,-0.38330,2.88670,0.09048
2,47.60000,-0.38330,2.90410,0.09049
2,47.70000,-0.38330,2.92150,0.09050
2,47.80000,-0.38330,2.93900,0.09050
2,47.90000,-0.38330,2.95650,0.09051
2,48.00000,-0.38330,2.97410,0.09052
2,48.10000,-0.38330,2.99180,0.09053
2,48.20000,-0.38330,3.00960,0.09054
2,48.30000,-0.38330,3.02750,0.09054
2,48.40000,-0.38330,3.04550,0.09055
2,48.50000,-0.38330,3.06360,0.09056
2,48.60000,-0.38330,3.08180,0.09057
2,48.70000,-0.38330,3.10010,0.09057
2,48.80000,-0.38330,3.11860,0.09058
2,48.90000,-0.38330,3.13720,0.09059
2,49.00000,-0.38330,3.15600,0.09060
2,49.10000,-0.38330,3.17490,0.09061
2,49.20000,-0.38330,3.19390,0.09061
2,49.30000,-0.38330,3.21310,0.09062
2,49.40000,-0.38330,3.23250,0.09063
2,49.50000,-0.38330,3.25200,0.09064
2,49.60000,-0.38330,3.27170,0.09065
2,49.70000,-0.38330,3.29150,0.09065
2,49.80000,-0.38330,3.31140,0.09066
2,49.90000,-0.38330,3.33160,0.09067
2,50.00000,-0.38330,3.35180,0.09068
2,50.10000,-0.38330,3.37230,0.09069
2,50.20000,-0.38330,3.39290,0.09069
2,50.30000,-0.38330,3.41360,0.09070
2,50.40000,-0.38330,3.43460,0.09071
2,50.50000,-0.38330,3.45570,0.09072
2,50.60000,-0.38330,3.47690,0.09073
2,50.70000,-0.38330,3.49830,0.09074
2,50.80000,-0.38330,3.51990,0.09074
2,50.90000,-0.38330,3.54170,0.09075
2,51.00000,-0.38330,3.56360,0.09076
2,51.10000,-0.38330,3.58560,0.09077
2,51.20000,-0.38330,3.60780,0.09078
2,51.30000,-0.38330,3.63020,0.09079
2,51.40000,-0.38330,3.65270,0.09080
2,51.50000,-0.38330,3.67540,0.09080
2,51.60000,-0.38330,3.69820,0.09081
2,51.70000,-0.38330,3.72120,0.09082
2,51.80000,-0.38330,3.74440,0.09083
2,51.90000,-0.38330,3.76770,0.09084
2,52.00000,-0.38330,3.79110,0.09085
2,52.10000,-0.38330,3.81470,0.09086
2,52.20000,-0.38330,3.83850,0.09086
2,52.30000,-0.38330,3.86230,0.09087
2,52.40000,-0.38330,3.88630,0.09088
2,52.50000,-0.38330,3.91050,0.09089
2,52.60000,-0.38330,3.93480,0.09090
2,52.70000,-0.38330,3.95920,0.09091
2,52.80000,-0.38330,3.98370,0.09092
2,52.90000,-0.38330,4.00840,0.09093
2,53.00000,-0.38330,4.03320,0.09093
2,53.10000,-0.38330,4.05810,0.09094
2,53.20000,-0.38330,4.08320,0.09095
2,53.30000,-0.38330,4.10840,0.09096
2,53.40000,-0.38330,4.13370,0.09097
2,53.50000,-0.38330,4.15910,0.09098
2,53.60000,-0.38330,4.18460,0.09099
2,53.70000,-0.38330,4.21020,0.09099
2,53.80000,-0.38330,4.23590,0.09100
2,53.90000,-0.38330,4.26170,0.09101
2,54.00000,-0.38330,4.28750,0.09102
2,54.10000,-0.38330,4.31350,0.09103
2,54.20000,-0.38330,4.33950,0.09104
2,54.30000,-0.38330,4.36550,0.09105
2,54.40000,-0.38330,4.39170,0.09105
2,54.50000,-0.38330,4.41790,0.09106
2,54.60000,-0.38330,4.44420,0.09107
2,54.70000,-0.38330,4.47050,0.09108
2,54.80000,-0.38330,4.49690,0.09109
2,54.90000,-0.38330,4.52330,0.09109
2,55.00000,-0.38330,4.54980,0.09110
2,55.10000,-0.38330,4.57630,0.09111
2,55.20000,-0.38330,4.60290,0.09112
2,55.30000,-0.38330,4.62950,0.09113
2,55.40000,-0.38330,4.65610,0.09113
2,55.50000,-0.38330,4.68270,0.09114
2,55.60000,-0.38330,4.70940,0.09115
2,55.70000,-0.38330,4.73610,0.09116
2,55.80000,-0.38330,4.76280,0.09116
2,55.90000,-0.38330,4.78950,0.09117
2,56.00000,-0.38330,4.81620,0.09118
2,56.10000,-0.38330,4.84300,0.09119
2,56.20000,-0.38330,4.86970,0.09119
2,56.30000,-0.38330,4.89640,0.09120
2,56.40000,-0.38330,4.92320,0.09121
2,56.50000,-0.38330,4.95000,0.09121
2,56.60000,-0.38330,4.97670,0.09122
2,56.70000,-0.38330,5.00340,0.09123
2,56.80000,-0.38330,5.03020,0.09123
2,56.90000,-0.38330,5.05690,0.09124
2,57.00000,-0.38330,5.08370,0.09125
2,57.10000,-0.38330,5.11040,0.09125
2,57.20000,-0.38330,5.13710,0.09126
2,57.30000,-0.38330,5.16390,0.09126
2,57.40000,-0.38330,5.19060,0.09127
2,57.50000,-0.38330,5.21730,0.09128
2,57.60000,-0.38330,5.24400,0.09128
2,57.70000,-0.38330,5.27070,0.09129
2,57.80000,-0.38330,5.29740,0.09129
2,57.90000,-0.38330,5.32400,0.09130
2,58.00000,-0.38330,5.35070,0.09130
2,58.10000,-0.38330,5.37730,0.09131
2,58.20000,-0.38330,5.40390,0.09131
2,58.30000,-0.38330,5.43040,0.09131
2,58.40000,-0.38330,5.45690,0.09132
2,58.50000,-0.38330,5.48340,0.09132
2,58.60000,-0.38330,5.50980,0.09133
2,58.70000,-0.38330,5.53620,0.09133
2,58.80000,-0.38330,5.56250,0.09133
2,58.90000,-0.38330,5.58880,0.09134
2,59.00000,-0.38330,5.61510,0.09134
2,59.10000,-0.38330,5.64130,0.09134
2,59.20000,-0.38330,5.66740,0.09135
2,59.30000,-0.38330,5.69350,0.09135
2,59.40000,-0.38330,5.71950,0.09135
2,59.50000,-0.38330,5.74540,0.09135
2,59.60000,-0.38330,5.77130,0.09136
2,59.70000,-0.38330,5.79710,0.09136
2,59.80000,-0.38330,5.82290,0.09136
2,59.90000,-0.38330,5.84850,0.09136
2,60.00000,-0.38330,5.87420,0.09136
2,60.10000,-0.38330,5.89970,0.09136
2,60.20000,-0.38330,5.92520,0.09137
2,60.30000,-0.38330,5.95070,0.09137
2,60.40000,-0.38330,5.97610,0.09137
2,60.50000,-0.38330,6.00140,0.09137
2,60.60000,-0.38330,6.02660,0.09137
2,60.70000,-0.38330,6.05180,0.09137
2,60.80000,-0.38330,6.07690,0.09137
2,60.90000,-0.38330,6.10200,0.09137
2,61.00000,-0.38330,6.12700,0.09137
2,61.10000,-0.38330,6.15190,0.09137
2,61.20000,-0.38330,6.17680,0.09136
2,61.30000,-0.38330,6.20170,0.09136
2,61.40000,-0.38330,6.22640,0.09136
2,61.50000,-0.38330,6.25110,0.09136
2,61.60000,-0.38330,6.27580,0.09136
2,61.70000,-0.38330,6.30040,0.09136
2,61.80000,-0.38330,6.32490,0.09135
2,61.90000,-0.38330,6.34940,0.09135
2,62.00000,-0.38330,6.37380,0.09135
2,62.10000,-0.38330,6.39810,0.09135
2,62.20000,-0.38330,6.42240,0.09134
2,62.30000,-0.38330,6.44660,0.09134
2,62.40000,-0.38330,6.47080,0.09134
2,62.50000,-0.38330,6.49480,0.09133
2,62.60000,-0.38330,6.51890,0.09133
2,62.70000,-0.38330,6.54290,0.09133
2,62.80000,-0.38330,6.56680,0.09132
2,62.90000,-0.38330,6.59060,0.09132
2,63.00000,-0.38330,6.61440,0.09131
2,63.10000,-0.38330,6.63820,0.09131
2,63.20000,-0.38330,6.66190,0.09130
2,63.30000,-0.38330,6.68560,0.09130
2,63.40000,-0.38330,6.70920,0.09129
2,63.50000,-0.38330,6.73280,0.09129
2,63.60000,-0.38330,6.75630,0.09128
2,63.70000,-0.38330,6.77980,0.09128
2,63.80000,-0.38330,6.80330,0.09127
2,63.90000,-0.38330,6.82670,0.09127
2,64.00000,-0.38330,6.85010,0.09126
2,64.10000,-0.38330,6.87340,0.09125
2,64.20000,-0.38330,6.89670,0.09125
2,64.30000,-0.38330,6.91990,0.09124
2,64.40000,-0.38330,6.94310,0.09123
2,64.50000,-0.38330,6.96620,0.09123
2,64.60000,-0.38330,6.98930,0.09122
2,64.70000,-0.38330,7.01240,0.09121
2,64.80000,-0.38330,7.03540,0.09120
2,64.90000,-0.38330,7.05830,0.09120
2,65.00000,-0.38330,7.08120,0.09119
2,65.10000,-0.38330,7.10410,0.09118
2,65.20000,-0.38330,7.12690,0.09117
2,65.30000,-0.38330,7.14970,0.09116
2,65.40000,-0.38330,7.17240,0.09116
2,65.50000,-0.38330,7.19500,0.09115
2,65.60000,-0.38330,7.21770,0.09114
2,65.70000,-0.38330,7.24020,0.09113
2,65.80000,-0.38330,7.26270,0.09112
2,65.90000,-0.38330,7.28520,0.09111
2,66.00000,-0.38330,7.30760,0.09110
2,66.10000,-0.38330,7.33000,0.09109
2,66.20000,-0.38330,7.35230,0.09109
2,66.30000,-0.38330,7.37450,0.09108
2,66.40000,-0.38330,7.39670,0.09107
2,66.50000,-0.38330,7.41890,0.09106
2,66.60000,-0.38330,7.44100,0.09105
2,66.70000,-0.38330,7.46300,0.09104
2,66.80000,-0.38330,7.48500,0.09103
2,66.90000,-0.38330,7.50690,0.09102
2,67.00000,-0.38330,7.52880,0.09101
2,67.10000,-0.38330,7.55070,0.09100
2,67.20000,-0.38330,7.57240,0.09099
2,67.30000,-0.38330,7.59420,0.09098
2,67.40000,-0.38330,7.61580,0.09097
2,67.50000,-0.38330,7.63750,0.09096
2,67.60000,-0.38330,7.65900,0.09095
2,67.70000,-0.38330,7.68060,0.09094
2,67.80000,-0.38330,7.70200,0.09093
2,67.90000,-0.38330,7.72340,0.09091
2,68.00000,-0.38330,7.74480,0.09090
2,68.10000,-0.38330,7.76610,0.09089
2,68.20000,-0.38330,7.78740,0.09088
2,68.30000,-0.38330,7.80860,0.09087
2,68.40000,-0.38330,7.82980,0.09086
2,68.50000,-0.38330,7.85090,0.09085
2,68.60000,-0.38330,7.87200,0.09084
2,68.70000,-0.38330,7.89300,0.09083
2,68.80000,-0.38330,7.91400,0.09082
2,68.90000,-0.38330,7.93500,0.09080
2,69.00000,-0.38330,7.95590,0.09079
2,69.10000,-0.38330,7.97680,0.09078
2,69.20000,-0.38330,7.99760,0.09077
2,69.30000,-0.38330,8.01840,0.09076
2,69.40000,-0.38330,8.03920,0.09075
2,69.50000,-0.38330,8.05990,0.09074
2,69.60000,-0.38330,8.08060,0.09072
2,69.70000,-0.38330,8.10120,0.09071
2,69.80000,-0.38330,8.12180,0.09070
2,69.90000,-0.38330,8.14240,0.09069
2,70.00000,-0.38330,8.16300,0.09068
2,70.10000,-0.38330,8.18350,0.09067
2,70.20000,-0.38330,8.20390,0.09065
2,70.30000,-0.38330,8.22440,0.09064
2,70.40000,-0.38330,8.24480,0.09063
2,70.50000,-0.38330,8.26510,0.09062
2,70.60000,-0.38330,8.28550,0.09061
2,70.70000,-0.38330,8.30580,0.09059
2,70.80000,-0.38330,8.32610,0.09058
2,70.90000,-0.38330,8.34640,0.09057
2,71.00000,-0.38330,8.36660,0.09056
2,71.10000,-0.38330,8.38690,0.09055
2,71.20000,-0.38330,8.40710,0.09053
2,71.30000,-0.38330,8.42730,0.09052
2,71.40000,-0.38330,8.44740,0.09051
2,71.50000,-0.38330,8.46760,0.09050
2,71.60000,-0.38330,8.48770,0.09048
2,71.70000,-0.38330,8.50780,0.09047
2,71.80000,-0.38330,8.52780,0.09046
2,71.90000,-0.38330,8.54790,0.09045
2,72.00000,-0.38330,8.56790,0.09043
2,72.10000,-0.38330,8.58790,0.09042
2,72.20000,-0.38330,8.60780,0.09041
2,72.30000,-0.38330,8.62770,0.09040
2,72.40000,-0.38330,8.64760,0.09039
2,72.50000,-0.38330,8.66740,0.09037
2,72.60000,-0.38330,8.68720,0.09036
2,72.70000,-0.38330,8.70700,0.09035
2,72.80000,-0.38330,8.72670,0.09034
2,72.90000,-0.38330,8.74640,0.09032
2,73.00000,-0.38330,8.76610,0.09031
2,73.10000,-0.38330,8.78570,0.09030
2,73.20000,-0.38330,8.80530,0.09028
2,73.30000,-0.38330,8.82480,0.09027
2,73.40000,-0.38330,8.84430,0.09026
2,73.50000,-0.38330,8.86380,0.09025
2,73.60000,-0.38330,8.88310,0.09023
2,73.70000,-0.38330,8.90250,0.09022
2,73.80000,-0.38330,8.92170,0.09021
2,73.90000,-0.38330,8.94100,0.09020
2,74.00000,-0.38330,8.96010,0.09018
2,74.10000,-0.38330,8.97920,0.09017
2,74.20000,-0.38330,8.99830,0.09016
2,74.30000,-0.38330,9.01730,0.09014
2,74.40000,-0.38330,9.03630,0.09013
2,74.50000,-0.38330,9.05520,0.09012
2,74.60000,-0.38330,9.07400,0.09011
2,74.70000,-0.38330,9.09280,0.09009
2,74.80000,-0.38330,9.11160,0.09008
2,74.90000,-0.38330,9.13030,0.09007
2,75.00000,-0.38330,9.14900,0.09005
2,75.10000,-0.38330,9.16760,0.09004
2,75.20000,-0.38330,9.18620,0.09003
2,75.30000,-0.38330,9.20480,0.09001
2,75.40000,-0.38330,9.22330,0.09000
2,75.50000,-0.38330,9.24180,0.08999
2,75.60000,-0.38330,9.26020,0.08997
2,75.70000,-0.38330,9.27860,0.08996
2,75.80000,-0.38330,9.29700,0.08995
2,75.90000,-0.38330,9.31540,0.08993
2,76.00000,-0.38330,9.33370,0.08992
2,76.10000,-0.38330,9.35200,0.08991
2,76.20000,-0.38330,9.37030,0.08989
2,76.30000,-0.38330,9.38860,0.08988
2,76.40000,-0.38330,9.40690,0.08987
2,76.50000,-0.38330,9.42520,0.08985
2,76.60000,-0.38330,9.44350,0.08984
2,76.70000,-0.38330,9.46170,0.08983
2,76.80000,-0.38330,9.48000,0.08981
2,76.90000,-0.38330,9.49830,0.08980
2,77.00000,-0.38330,9.51660,0.08979
2,77.10000,-0.38330,9.53500,0.08977
2,77.20000,-0.38330,9.55330,0.08976
2,77.30000,-0.38330,9.57170,0.08975
2,77.40000,-0.38330,9.59010,0.08973
2,77.50000,-0.38330,9.60860,0.08972
2,77.60000,-0.38330,9.62710,0.08971
2,77.70000,-0.38330,9.64560,0.08969
2,77.80000,-0.38330,9.66420,0.08968
2,77.90000,-0.38330,9.68280,0.08966
2,78.00000,-0.38330,9.70150,0.08965
2,78.10000,-0.38330,9.72020,0.08964
2,78.20000,-0.38330,9.73900,0.08963
2,78.30000,-0.38330,9.75780,0.08961
2,78.40000,-0.38330,9.77670,0.08960
2,78.50000,-0.38330,9.79570,0.08959
2,78.60000,-0.38330,9.81470,0.08957
2,78.70000,-0.38330,9.83380,0.08956
2,78.80000,-0.38330,9.85300,0.08955
2,78.90000,-0.38330,9.87220,0.08953
2,79.00000,-0.38330,9.89150,0.08952
2,79.10000,-0.38330,9.91090,0.08951
2,79.20000,-0.38330,9.93030,0.08950
2,79.30000,-0.38330,9.94990,0.08948
2,79.40000,-0.38330,9.96950,0.08947
2,79.50000,-0.38330,9.98920,0.08946
2,79.60000,-0.38330,10.00900,0.08945
2,79.70000,-0.38330,10.02890,0.08943
2,79.80000,-0.38330,10.04890,0.08942
2,79.90000,-0.38330,10.06900,0.08941
2,80.00000,-0.38330,10.08910,0.08940
2,80.10000,-0.38330,10.10940,0.08939
2,80.20000,-0.38330,10.12980,0.08937
2,80.30000,-0.38330,10.15030,0.08936
2,80.40000,-0.38330,10.17090,0.08935
2,80.50000,-0.38330,10.19160,0.08934
2,80.60000,-0.38330,10.21230,0.08933
2,80.70000,-0.38330,10.23320,0.08932
2,80.80000,-0.38330,10.25420,0.08930
2,80.90000,-0.38330,10.27530,0.08929
2,81.00000,-0.38330,10.29650,0.08928
2,81.10000,-0.38330,10.31780,0.08927
2,81.20000,-0.38330,10.33930,0.08926
2,81.30000,-0.38330,10.36080,0.08925
2,81.40000,-0.38330,10.38240,0.08924
2,81.50000,-0.38330,10.40410,0.08923
2,81.60000,-0.38330,10.42580,0.08922
2,81.70000,-0.38330,10.44770,0.08921
2,81.80000,-0.38330,10.46970,0.08920
2,81.90000,-0.38330,10.49180,0.08919
2,82.00000,-0.38330,10.51400,0.08918
2,82.10000,-0.38330,10.53630,0.08917
2,82.20000,-0.38330,10.55860,0.08916
2,82.30000,-0.38330,10.58110,0.08915
2,82.40000,-0.38330,10.60370,0.08915
2,82.50000,-0.38330,10.62630,0.08914
2,82.60000,-0.38330,10.64910,0.08913
2,82.70000,-0.38330,10.67190,0.08912
2,82.80000,-0.38330,10.69480,0.08911
2,82.90000,-0.38330,10.71780,0.08910
2,83.00000,-0.38330,10.74100,0.08910
2,83.10000,-0.38330,10.76410,0.08909
2,83.20000,-0.38330,10.78740,0.08908
2,83.30000,-0.38330,10.81080,0.08907
2,83.40000,-0.38330,10.83430,0.08907
2,83.50000,-0.38330,10.85780,0.08906
2,83.60000,-0.38330,10.88140,0.08905
2,83.70000,-0.38330,10.90510,0.08905
2,83.80000,-0.38330,10.92890,0.08904
2,83.90000,-0.38330,10.95270,0.08903
2,84.00000,-0.38330,10.97670,0.08903
2,84.10000,-0.38330,11.00070,0.08902
2,84.20000,-0.38330,11.02480,0.08902
2,84.30000,-0.38330,11.04890,0.08901
2,84.40000,-0.38330,11.07310,0.08901
2,84.50000,-0.38330,11.09740,0.08900
2,84.60000,-0.38330,11.12180,0.08900
2,84.70000,-0.38330,11.14620,0.08899
2,84.80000,-0.38330,11.17070,0.08899
2,84.90000,-0.38330,11.19520,0.08899
2,85.00000,-0.38330,11.21980,0.08898
2,85.10000,-0.38330,11.24440,0.08898
2,85.20000,-0.38330,11.26910,0.08897
2,85.30000,-0.38330,11.29390,0.08897
2,85.40000,-0.38330,11.31870,0.08897
2,85.50000,-0.38330,11.34350,0.08897
2,85.60000,-0.38330,11.36840,0.08896
2,85.70000,-0.38330,11.39340,0.08896
2,85.80000,-0.38330,11.41830,0.08896
2,85.90000,-0.38330,11.44340,0.08896
2,86.00000,-0.38330,11.46840,0.08895
2,86.10000,-0.38330,11.49350,0.08895
2,86.20000,-0.38330,11.51860,0.08895
2,86.30000,-0.38330,11.54370,0.08895
2,86.40000,-0.38330,11.56890,0.08895
2,86.50000,-0.38330,11.59400,0.08895
2,86.60000,-0.38330,11.61920,0.08895
2,86.70000,-0.38330,11.64440,0.08895
2,86.80000,-0.38330,11.66960,0.08895
2,86.90000,-0.38330,11.69480,0.08895
2,87.00000,-0.38330,11.72010,0.08895
2,87.10000,-0.38330,11.74530,0.08895
2,87.20000,-0.38330,11.77050,0.08895
2,87.30000,-0.38330,11.79570,0.08895
2,87.40000,-0.38330,11.82090,0.08895
2,87.50000,-0.38330,11.84610,0.08895
2,87.60000,-0.38330,11.87130,0.08896
2,87.70000,-0.38330,11.89650,0.08896
2,87.80000,-0.38330,11.92170,0.08896
2,87.90000,-0.38330,11.94680,0.08896
2,88.00000,-0.38330,11.97200,0.08896
2,88.10000,-0.38330,11.99710,0.08897
2,88.20000,-0.38330,12.02230,0.08897
2,88.30000,-0.38330,12.04740,0.08897
2,88.40000,-0.38330,12.07250,0.08898
2,88.50000,-0.38330,12.09760,0.08898
2,88.60000,-0.38330,12.12270,0.08898
2,88.70000,-0.38330,12.14780,0.08899
2,88.80000,-0.38330,12.17280,0.08899
2,88.90000,-0.38330,12.19780,0.08900
2,89.00000,-0.38330,12.22290,0.08900
2,89.10000,-0.38330,12.24790,0.08901
2,89.20000,-0.38330,12.27290,0.08901
2,89.30000,-0.38330,12.29780,0.08902
2,89.40000,-0.38330,12.32280,0.08902
2,89.50000,-0.38330,12.34770,0.08903
2,89.60000,-0.38330,12.37270,0.08903
2,89.70000,-0.38330,12.39760,0.08904
2,89.80000,-0.38330,12.42250,0.08904
2,89.90000,-0.38330,12.44740,0.08905
2,90.00000,-0.38330,12.47230,0.08906
2,90.10000,-0.38330,12.49710,0.08906
2,90.20000,-0.38330,12.52200,0.08907
2,90.30000,-0.38330,12.54680,0.08908
2,90.40000,-0.38330,12.57170,0.08909
2,90.50000,-0.38330,12.59650,0.08909
2,90.60000,-0.38330,12.62130,0.08910
2,90.70000,-0.38330,12.64610,0.08911
2,90.80000,-0.38330,12.67090,0.08912
2,90.90000,-0.38330,12.69570,0.08912
2,91.00000,-0.38330,12.72050,0.08913
2,91.10000,-0.38330,12.74530,0.08914
2,91.20000,-0.38330,12.77000,0.08915
2,91.30000,-0.38330,12.79480,0.08916
2,91.40000,-0.38330,12.81960,0.08917
2,91.50000,-0.38330,12.84430,0.08918
2,91.60000,-0.38330,12.86910,0.08919
2,91.70000,-0.38330,12.89390,0.08920
2,91.80000,-0.38330,12.91860,0.08921
2,91.90000,-0.38330,12.94340,0.08922
2,92.00000,-0.38330,12.96810,0.08923
2,92.10000,-0.38330,12.99290,0.08924
2,92.20000,-0.38330,13.01770,0.08925
2,92.30000,-0.38330,13.04240,0.08926
2,92.40000,-0.38330,13.06720,0.08927
2,92.50000,-0.38330,13.09200,0.08928
2,92.60000,-0.38330,13.11670,0.08930
2,92.70000,-0.38330,13.14150,0.08931
2,92.80000,-0.38330,13.16630,0.08932
2,92.90000,-0.38330,13.19110,0.08933
2,93.00000,-0.38330,13.21580,0.08934
2,93.10000,-0.38330,13.24060,0.08936
2,93.20000,-0.38330,13.26540,0.08937
2,93.30000,-0.38330,13.29020,0.08938
2,93.40000,-0.38330,13.31510,0.08940
2,93.50000,-0.38330,13.33990,0.08941
2,93.60000,-0.38330,13.36470,0.08942
2,93.70000,-0.38330,13.38960,0.08944
2,93.80000,-0.38330,13.41450,0.08945
2,93.90000,-0.38330,13.43940,0.08947
2,94.00000,-0.38330,13.46430,0.08948
2,94.10000,-0.38330,13.48920,0.08949
2,94.20000,-0.38330,13.51420,0.08951
2,94.30000,-0.38330,13.53910,0.08952
2,94.40000,-0.38330,13.56410,0.08954
2,94.50000,-0.38330,13.58920,0.08955
2,94.60000,-0.38330,13.61420,0.08957
2,94.70000,-0.38330,13.63930,0.08959
2,94.80000,-0.38330,13.66440,0.08960
2,94.90000,-0.38330,13.68950,0.08962
2,95.00000,-0.38330,13.71460,0.08963
2,95.10000,-0.38330,13.73980,0.08965
2,95.20000,-0.38330,13.76500,0.08967
2,95.30000,-0.38330,13.79020,0.08968
2,95.40000,-0.38330,13.81550,0.08970
2,95.50000,-0.38330,13.84080,0.08972
2,95.60000,-0.38330,13.86610,0.08974
2,95.70000,-0.38330,13.89140,0.08975
2,95.80000,-0.38330,13.91680,0.08977
2,95.90000,-0.38330,13.94220,0.08979
2,96.00000,-0.38330,13.96760,0.08981
2,96.10000,-0.38330,13.99310,0.08983
2,96.20000,-0.38330,14.01860,0.08984
2,96.30000,-0.38330,14.04410,0.08986
2,96.40000,-0.38330,14.06970,0.08988
2,96.50000,-0.38330,14.09530,0.08990
2,96.60000,-0.38330,14.12090,0.08992
2,96.70000,-0.38330,14.14660,0.08994
2,96.80000,-0.38330,14.17240,0.08996
2,96.90000,-0.38330,14.19810,0.08998
2,97.00000,-0.38330,14.22390,0.09000
2,97.10000,-0.38330,14.24980,0.09002
2,97.20000,-0.38330,14.27570,0.09004
2,97.30000,-0.38330,14.30160,0.09006
2,97.40000,-0.38330,14.32760,0.09008
2,97.50000,-0.38330,14.35370,0.09010
2,97.60000,-0.38330,14.37980,0.09012
2,97.70000,-0.38330,14.40590,0.09015
2,97.80000,-0.38330,14.43210,0.09017
2,97.90000,-0.38330,14.45840,0.09019
2,98.00000,-0.38330,14.48480,0.09021
2,98.10000,-0.38330,14.51120,0.09023
2,98.20000,-0.38330,14.53760,0.09026
2,98.30000,-0.38330,14.56420,0.09028
2,98.40000,-0.38330,14.59080,0.09030
2,98.50000,-0.38330,14.61740,0.09033
2,98.60000,-0.38330,14.64420,0.09035
2,98.70000,-0.38330,14.67100,0.09037
2,98.80000,-0.38330,14.69790,0.09040
2,98.90000,-0.38330,14.72480,0.09042
2,99.00000,-0.38330,14.75190,0.09044
2,99.10000,-0.38330,14.77900,0.09047
2,99.20000,-0.38330,14.80620,0.09049
2,99.30000,-0.38330,14.83340,0.09052
2,99.40000,-0.38330,14.86080,0.09054
2,99.50000,-0.38330,14.88820,0.09057
2,99.60000,-0.38330,14.91570,0.09059
2,99.70000,-0.38330,14.94340,0.09062
2,99.80000,-0.38330,14.97110,0.09064
2,99.90000,-0.38330,14.99890,0.09067
2,100.00000,-0.38330,15.02670,0.09069
2,100.10000,-0.38330,15.05470,0.09072
2,100.20000,-0.38330,15.08280,0.09075
2,100.30000,-0.38330,15.11090,0.09077
2,100.40000,-0.38330,15.13920,0.09080
2,100.50000,-0.38330,15.16760,0.09083
2,100.60000,-0.38330,15.19600,0.09085
2,100.70000,-0.38330,15.22460,0.09088
2,100.80000,-0.38330,15.25320,0.09091
2,100.90000,-0.38330,15.28190,0.09093
2,101.00000,-0.38330,15.31080,0.09096
2,101.10000,-0.38330,15.33970,0.09099
2,101.20000,-0.38330,15.36870,0.09102
